filename,henry_cons,f-chi-0-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-2-all,f-Z-3-all,f-I-3-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-1-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-3,f-lig-I-0,f-lig-I-3,f-lig-T-0,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,lc-chi-3-all,lc-Z-0-all,lc-Z-3-all,lc-T-0-all,lc-T-1-all,lc-S-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-T-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-alpha-0-all,func-alpha-2-all,D_func-chi-3-all,D_func-T-1-all,D_func-alpha-3-all,feature_2,feature_4,feature_6,feature_7,feature_9,feature_10,feature_11,feature_13,feature_16,feature_17,feature_19,feature_42,feature_44,feature_45,feature_46,feature_47,feature_48,feature_51,feature_52,feature_54,feature_56,feature_58,feature_59,feature_60,feature_61,feature_62,feature_68,feature_86,feature_88,feature_89,feature_90,feature_92,feature_93,feature_96,feature_97,feature_98,feature_100,feature_101,feature_102,feature_103,feature_104,label_y
MAF-X27ox_no_solvent,0.00239,227.2902,1784.8272,2093.1168,3909,22362,21912,288,1236,2322,2784,63.5706,43.7664,39.5176,75.6136,729,1755,2538,2349,15,64,160,272,320,7.182,8.8956,12.663,-8.24,-5.98,-12.02,151,122,318,44,30,80,4.38,3.02,8.85,104.1446,236.4188,345.9244,323.447,512,1184,1328,14,46,80,292,238,7.2062,17.3744,25.504,19.96266667,49,88.66666667,4,9.333333333,0.5625,128.76,203.7466667,189.475076,2,6,-0.666666667,-0.04,0.213333333,-7.8,-5.871406667,0,0,0,0,0,0.006033847,-0.001851205,0.003722103,0.002829318,-0.000868045,0.004784262,0.002150677,-0.000659835,-0.000355127,0.001957297,-0.001115754,7.13E-06,-2.14E-05,-2.65E-05,-1.92E-05,2.63E-05,0.000128027,7.59E-05,-0.000102218,9.06E-05,-6.63E-05,4.84E-05,-6.91E-05,6.07E-05,-8.34E-05,0.00012579,-3.69E-07,1.95E-05,5.21E-07,1.43E-06,8.39E-06,-5.03E-06,-6.59E-06,5.96E-05,-1.35E-05,-1.61E-05,-1.48E-05,-1.81E-05,7.92E-05,2.00E-06,6.40E-05,2
Mg2(dobpdc)(3-4-3)_no_solvent,0.00427,229.9572,1030.4736,1569.264,3753,15270,15432,204,558,924,1134,45.759,27.72,33.7425,66.7095,900,1170,2760,2580,14,25,70,140,185,4.8077,9.4451,12.7594,-8.55,-5.6,-17.33,111,178,334,11,17,33,2.88,4.58,8.6,224.879,532.7055,991.3222,1267.379,810.5,1959,2792,35.5,214,291,1416,1346,13.28315,37.0396,59.856,22.05933333,56.5,85.33333333,1,3.5,0.5477,71.755,124.452614,149.0155612,7.833333333,10,-2.5,0.343333333,0.383333333,-3.05711,-5.924961667,27.38,225.487842,3.675,-2.5,4.275115,0.01810572,-0.003115229,0.010564774,0.007293759,-0.001254947,0.028341344,0.0050355,-0.000866397,-0.00054476,0.012302684,-0.003366555,8.42E-06,3.54E-05,7.38E-05,-4.16E-05,1.65E-05,4.23E-06,-2.06E-05,1.27E-05,0.000387507,4.65E-05,-0.000381767,0.000100122,0.000215513,-6.33E-05,0.000137953,-1.03E-05,4.53E-06,-2.40E-05,4.26E-06,4.64E-05,-3.17E-05,8.24E-06,-1.86E-05,-6.26E-05,-3.54E-05,0.000156623,-4.81E-05,0.000398425,0.000127529,0.000371834,1
MIL-110 (Al)_no_solvent,0.0078,134.1374286,722.6282571,653.5612286,1546.428571,7225.714286,6604.285714,84.85714286,710.5714286,923.1428571,424.2857143,41.0844,40.3512,29.4009,96.4689,169,757.7142857,1069.714286,1916.571429,18.42857143,53.57142857,162.8571429,323.5714286,380.1428571,6.7014,10.4598,17.631,-13.33285714,-5.151428571,-30.24857143,36.42857143,23.57142857,92.14285714,31.28571429,15.42857143,85.71428571,3.861428571,1.958571429,9.227142857,44.83858,63.39556,66.46512,65.5146,244,347.2,360,4.6,8.4,16,38.4,38.4,2.55934,4.33612,4.83444,6.265714286,64,34.28571429,0.857142857,1.571428571,0.5329,35.43428571,31.42142857,42.77857143,0.714285714,1.428571429,-0.714285714,-0.014285714,-0.028571429,-2.142857143,-4.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL-140 A_no_solvent,0.000891,295.7676,2165.134,1879.3408,7968,37888,40960,264,1080,1976,2280,80.9424,32.0264,18.8727,73.0436,1600,2240,5760,5120,17,49,119,231,273,7.8694,11.858,19.3578,-14.77,-4.88,-32.31,224,136,552,32,16,80,5.67,3.08,13.61,99.3544,174.216,247.5604,231.387,544,960,1272,12,30,56,140,114,6.8748,13.9832,18.4864,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIL-47(V)_no_solvent,0.00125,149.6598,852.8354,651.1232,1842,7490,6016,80,352,528,448,30.368,33.6432,19.2829,39.0548,529,1104,1081,1288,8,36,72,108,120,5.3436,5.246,7.32,-10.86,-3.68,-10.92,90,68,128,24,12,28,2.94,1.8,3.76,118.7144,219.096,337.3204,385.387,548,1008,1420,16,58,80,256,250,7.4224,16.2624,23.0448,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,0,0,0,0,0,0.004461524,0.000670552,0.001641078,0.001495762,0.000224808,0.001845396,0.001363313,0.000204901,9.75E-05,0.000800497,0.000252797,2.45E-05,-6.08E-05,-1.53E-05,-5.12E-05,-0.000101197,4.09E-05,6.67E-05,0.00013192,3.40E-05,0.000246677,1.29E-05,4.76E-05,0.000134008,0.000221895,0.000444647,-1.04E-07,1.48E-05,-3.09E-06,-4.61E-05,2.79E-05,2.90E-05,6.14E-06,-5.28E-05,-2.64E-06,-0.000139206,2.73E-06,9.91E-05,9.81E-06,1.36E-05,0.000351698,0
MIL-96(Al)_no_solvent,0.038,417.2495,2529.7323,2218.5936,3194,18015,22752,306,972,1701,2196,86.4612,33.2304,18.79675,78.7773,169,624,656.5,1482,15,36,69,144,186,5.5188,6.8796,13.9482,-10.98,-2.82,-24.78,30,21,81,24.5,9,59,3.18,1.47,7.83,144.0441,255.969,399.6456,462.213,711,1260,1944,18,66,90,294,306,8.9442,19.1268,27.591,6.192,64,33.88235294,0.352941176,1.058823529,0.5329,21.13764706,31.05176471,42.27529412,0.705882353,1.411764706,-0.705882353,-0.014117647,-0.028235294,-2.117647059,-4.235294118,0,0,0,0,0,0.000977068,-0.00027531,0.000779586,0.000400073,-0.000112729,0.000998771,0.000205312,-5.79E-05,-3.93E-05,0.000348007,-0.000144423,1.47E-06,-2.58E-06,-4.06E-06,2.37E-06,-2.78E-06,6.61E-06,-4.81E-06,5.55E-06,6.73E-06,2.64E-06,-6.72E-06,7.90E-06,4.40E-06,-5.31E-06,6.51E-06,-1.38E-08,1.90E-08,3.80E-07,-2.82E-07,1.66E-06,1.69E-06,-1.24E-06,-1.38E-06,-1.23E-06,-1.80E-06,-2.35E-06,1.51E-06,7.61E-06,7.89E-06,1.66E-05,2
MIP-207_no_solvent,0.00638,625.61805,3665.9088,3444.638,7170,34464,44360,466,1471,2576,3342,136.6193,31.7856,20.4512,68.684,484,1056,1496,2288,14,36,72,144,168,5.9568,7.888,14.1168,-11.4,-4.04,-23.04,84,64,204,24,12,56,3.78,2.36,8.66,86.19321333,141.0082,204.6594133,174.7056,470.9333333,776,960,9.866666667,22.4,44,105.2,102.4,5.601946667,10.89190667,14.43846667,8.772,64,48,1,3,0.5329,59.89,87.98,59.89,2,2,-2,-0.04,-0.04,-6,-6,14.045,43.99,0.89,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIP-208_no_solvent,0.00297,298.1784,1754.0064,1686.976,3504,16800,20992,224,704,1216,1536,65.6416,31.7856,20.4512,68.684,484,1056,1496,2288,14,36,72,144,192,5.9568,7.888,14.1168,-11.4,-4.04,-23.04,84,64,204,24,12,52,3.78,2.36,8.66,607.0828,1273.9928,1868.7072,2044.7464,3316,6992,11200,72,256,456,1368,1552,41.1272,97.2792,133.0328,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,36.98,255.6933333,2.106666667,-2,-14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MOF1_no_solvent,0.00385,88.0341,271.148,263.16,2768,3584,1440,30,128,130,72,16.425,29.068,17.238,34.6788,2304,1920,1152,2304,7,25,50,60,75,5.402,4.5584,7.7996,-8.75,-3.44,-8.69,200,168,288,15,8,20,3.75,2.84,5.09,350.9592,688.528,1090.4032,1390.631,1614,3172,5276,48,206,256,908,1022,22.3264,51.1292,76.246,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,35.71,148.9028571,2.92,-0.857142857,-12.86323714,0.004253862,-0.00017421,0.003231273,0.001882116,-7.71E-05,0.004401065,0.001096273,-4.49E-05,-2.47E-05,0.00140846,-0.000104983,1.72E-05,-9.88E-06,2.45E-06,-7.81E-05,-3.50E-05,0.000106061,0.000193268,5.57E-05,3.40E-06,-0.000163116,-2.00E-05,-1.48E-05,0.000396325,0.000158852,0.000370632,-6.07E-35,9.55E-06,-3.24E-06,-3.61E-05,0.000103227,6.84E-05,-6.17E-06,-3.98E-05,-2.76E-05,-4.29E-05,6.39E-06,9.87E-05,4.47E-05,3.47E-05,0.000285219,2
MOF-14_no_solvent,0.016,151.566,645.5328,665.984,2466,5856,6784,80,244,320,384,29.1416,32.68,19.38,45.524,841,1160,696,1624,8,25,45,60,100,5.037,4.2504,8.28,-7.7,-2.6,-8.76,105,92,176,16,8,20,3.25,2.44,5.04,319.1691,663.714,1059.0756,1353.378,1371,2916,4764,48,216,264,978,1128,21.2592,50.8662,76.8402,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,0,0,0,0,0,0.006130214,-0.001761285,0.004450681,0.002649403,-0.000761206,0.0073997,0.001577138,-0.000453131,-0.000255133,0.002480154,-0.00126558,8.70E-07,1.15E-06,-3.31E-06,3.97E-06,-5.97E-06,2.44E-06,-6.65E-06,1.00E-05,-4.39E-06,-7.92E-06,-1.51E-05,2.27E-05,1.81E-05,-2.72E-05,4.09E-05,2.68E-35,7.25E-06,-4.89E-07,-3.68E-06,3.15E-06,1.27E-05,8.65E-08,-4.44E-05,-3.25E-06,-1.88E-05,2.79E-06,2.22E-05,1.13E-06,2.01E-06,1.09E-05,0
MOF-177_no_solvent,0.023,241.9651,1215.4761,1595.2656,5740,34164,35040,219,782,1604,2085,58.3124,22.704,31.9572,82.87785,900,960,4968,3510,15.3,16,51.2,132.4,162,3.8252,12.06772,14.77287,-7.16,-4.848,-24.984,88,98.4,342,3.2,2.1,20.7,2.32,2.316,8.766,339.4552714,734.3617714,1150.009543,1413.528857,1480.714286,3300,5093.142857,49.71428571,222.8571429,289.7142857,1055.142857,1217.142857,22.17274286,54.62048571,81.50802857,15.351,64,84,2.125,7,0.5329,70.42375,91.0275,104.8075,1.75,3.5,-2.25,-0.035,-0.07,-5.25,-10.5,0,0,0,0,0,0.004816396,0.001963635,0.004291173,0.002211057,0.000901443,0.006009191,0.001139262,0.000464475,0.000300082,0.002000404,0.001262346,3.16E-08,5.09E-08,1.26E-08,-1.57E-07,-2.19E-07,2.10E-07,3.86E-07,7.11E-07,-7.90E-07,7.33E-07,-1.87E-07,-8.17E-07,9.49E-07,1.08E-06,2.62E-06,-2.61E-35,-4.95E-07,3.00E-07,-3.87E-06,1.43E-05,6.43E-06,-7.88E-06,4.07E-06,-6.44E-06,1.03E-05,-7.23E-06,1.02E-05,1.20E-05,-1.04E-05,5.48E-05,0
MOF-5_no_solvent,0.00297,203.7418,843.666,934.992,4648,18960,20160,132,416,720,864,44.092,22.704,20.79,63.7065,900,960,3240,2700,12,16,40,84,108,3.8252,8.1744,11.6328,-7.16,-2.7,-18.81,88,72,270,6,3,21,2.32,1.62,6.84,118.7144,219.096,337.3204,385.387,548,1008,1420,16,58,80,256,250,7.4224,16.2624,23.0448,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,0,0,0,0,0,0.004157865,0.003392861,0.00256404,0.001781389,0.001453632,0.001603247,0.001237636,0.001009924,0.000513151,0.000565967,0.000908929,1.26E-07,5.59E-07,3.27E-07,-4.38E-07,-2.89E-06,4.80E-07,8.55E-07,5.64E-06,1.45E-06,-1.28E-05,-1.14E-06,-7.49E-06,1.52E-06,1.00E-05,6.63E-05,-8.56E-35,-3.13E-07,2.17E-07,2.62E-07,8.90E-05,2.40E-05,-0.000100504,3.64E-05,-0.000154566,-0.000105901,-2.61E-05,-2.40E-05,0.000114426,7.49E-05,7.69E-05,0
MOF-505_no_solvent,0.00432,151.566,645.5328,665.984,2466,5856,6784,80,244,320,384,29.1416,32.68,19.38,45.524,841,1160,696,1624,8,25,45,60,100,5.037,4.2504,8.28,-7.7,-2.6,-8.76,105,92,176,16,8,20,3.25,2.44,5.04,227.7488,428.757,681.7808,836.094,1094,2064,3408,30,124,158,560,636,14.571,32.571,48.5536,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,0,0,0,0,0,0.00190939,0.000824236,0.001466318,0.000759114,0.000327691,0.001374526,0.000392994,0.000169646,1.76E-05,7.40E-05,0.000307177,2.82E-06,-6.50E-06,-5.49E-06,1.33E-06,-4.83E-06,1.40E-05,-2.97E-06,1.08E-05,1.27E-05,1.11E-05,-2.60E-06,9.41E-06,6.29E-07,-2.28E-06,8.27E-06,4.17E-36,2.43E-06,-4.80E-06,-8.96E-06,1.45E-08,-2.45E-07,9.53E-07,8.39E-06,-3.12E-05,-5.79E-05,-1.65E-05,-3.09E-05,6.30E-05,0.000116073,0.000214714,0
MOF-535_no_solvent,0.00366,467.3186,4181.3352,3624.384,12080,71424,90624,528,2112,4272,5664,134.904,36.6016,20.6416,118.636,1600,2560,7360,8320,28,64,160,384,544,8.9936,14.2296,31.9704,-16.88,-4.88,-51.96,256,136,912,44,16,156,6.48,3.08,22.36,69.1847,139.128,197.8832,135.201,380,768,744,9,18,52,122,80,5.2161,11.7348,15.049,17.544,64,96,1,4,0.5329,59.89,147.87,119.78,4,4,-3,-0.08,-0.08,-12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MOF-545_no_solvent,0.021,247.7872,1675.329333,1912.469333,5142.666667,26692,32789.33333,272,901.3333333,1692,2240,59.3112,35.9058,27.2747,89.4105,1369,2323,5672,5748,20,57,149,292,398,8.30145,12.551,22.1221,-14.535,-5.62,-36.25,215.5,186,608,37.5,30,102,5.49,4.84,15.13,559.9152,1209.924,1958.0048,2458.396,2460,5472,9256,84,384,480,1832,2096,38.258,93.5704,144.4648,26.49066667,59,124.6666667,2,6,0.542766667,95.67333333,170.1466667,213.5817427,2.666666667,8,-2,-0.053333333,0.173333333,-9.2,-11.27140667,0,0,0,0,0,0.007781879,-0.001587207,0.00494104,0.003476317,-0.000709036,0.007811211,0.002445796,-0.000498849,-0.000183207,0.002018333,-0.001120904,2.35E-06,-3.66E-06,-8.31E-06,-7.51E-08,-7.34E-06,2.22E-05,2.02E-07,2.25E-05,1.61E-05,1.22E-05,5.45E-07,2.66E-05,2.94E-08,3.00E-07,2.31E-05,6.32E-09,1.51E-06,3.96E-06,3.54E-06,3.57E-06,-1.00E-05,1.20E-05,-1.35E-05,2.20E-05,1.82E-05,-3.39E-05,-2.99E-05,4.39E-05,3.77E-05,3.26E-05,1
MOF-801(SC)(ref33)_no_solvent,0.0099,467.3186,4181.3352,3624.384,12080,71424,90624,528,2112,4272,5664,134.904,36.6016,20.6416,105.07,1600,2560,7360,7360,24,64,160,352,448,8.9936,14.2296,27.2272,-16.88,-4.88,-47.08,256,136,776,44,20,136,6.48,3.08,19.28,83.0244,131.631,188.4004,175.845,402,624,546,10,24,42,88,64,4.777,9.1938,11.2792,16.34,64,56,1,3,0.5329,59.89,87.98,83.777683,2,9,-2,-0.04,0.32,-6,-5.20711,0,0,0,0,0,0.002298587,0.000176063,0.001316268,0.000985866,7.55E-05,0.00114467,0.0007384,5.66E-05,3.69E-05,0.0005587,6.57E-05,1.81E-15,4.53E-15,-1.58E-14,3.37E-14,-2.70E-14,1.69E-15,-3.26E-14,2.62E-14,-3.97E-14,-6.78E-14,-2.95E-13,2.37E-13,6.30E-13,-5.05E-13,4.05E-13,7.27E-10,-3.22E-06,-2.31E-06,-4.99E-06,3.48E-05,-1.94E-06,1.69E-05,-1.32E-06,1.15E-05,2.48E-05,-9.44E-07,-2.04E-06,8.25E-06,1.78E-05,3.84E-05,1
MOF-801_no_solvent,0.011,467.3186,4181.3352,3624.384,12080,71424,90624,528,2112,4272,5664,134.904,36.6016,20.6416,105.07,1600,2560,7360,7360,24,64,160,352,448,8.9936,14.2296,27.2272,-16.88,-4.88,-47.08,256,136,776,44,20,136,6.48,3.08,19.28,83.0244,131.631,188.4004,175.845,402,624,546,10,24,42,88,64,4.777,9.1938,11.2792,16.34,64,56,1,3,0.5329,59.89,87.98,83.777683,2,9,-2,-0.04,0.32,-6,-5.20711,0,0,0,0,0,0.002245015,0.000164582,0.001417692,0.001005648,7.37E-05,0.001207424,0.000713363,5.23E-05,3.59E-05,0.000587636,6.28E-05,6.94E-14,1.90E-13,-3.25E-13,3.64E-13,-1.83E-13,1.37E-13,-5.11E-13,2.57E-13,-8.91E-13,-5.01E-13,-1.70E-12,8.58E-13,1.90E-12,-9.59E-13,4.83E-13,2.58E-09,-2.59E-06,-1.94E-06,-3.86E-06,4.46E-05,-3.75E-06,2.08E-05,-2.33E-06,1.29E-05,2.57E-05,-1.75E-06,-3.47E-06,9.67E-06,1.92E-05,3.83E-05,1
MOF-801-SC_no_solvent,0.01,467.3186,4181.3352,3624.384,12080,71424,90624,528,2112,4272,5664,134.904,36.6016,20.6416,105.07,1600,2560,7360,7360,24,64,160,352,448,8.9936,14.2296,27.2272,-16.88,-4.88,-47.08,256,136,776,44,20,136,6.48,3.08,19.28,83.0244,131.631,188.4004,175.845,402,624,546,10,24,42,88,64,4.777,9.1938,11.2792,16.34,64,56,1,3,0.5329,59.89,87.98,83.777683,2,9,-2,-0.04,0.32,-6,-5.20711,0,0,0,0,0,0.002298587,0.000176063,0.001316268,0.000985866,7.55E-05,0.00114467,0.0007384,5.66E-05,3.69E-05,0.0005587,6.57E-05,1.81E-15,4.53E-15,-1.58E-14,3.37E-14,-2.70E-14,1.69E-15,-3.26E-14,2.62E-14,-3.97E-14,-6.78E-14,-2.95E-13,2.37E-13,6.30E-13,-5.05E-13,4.05E-13,7.27E-10,-3.22E-06,-2.31E-06,-4.99E-06,3.48E-05,-1.94E-06,1.69E-05,-1.32E-06,1.15E-05,2.48E-05,-9.44E-07,-2.04E-06,8.25E-06,1.78E-05,3.84E-05,1
MOF-802_no_solvent,0.00976,569.2646,4352.6018,5002.44,12533,73376,96228,710,2396,4910,6690,144.9958,36.6016,27.05885,106.533,1600,2560,7480,7460,24.16666667,64,177.3333333,365.3333333,461.3333333,8.9936,15.56683333,27.37863333,-16.88,-6.823333333,-47.95833333,256,219.6666667,780.1666667,41.83333333,35.66666667,135.6666667,6.48,5.548333333,19.43833333,103.1701,182.9072,271.9894,260.0468,535,950,1196,12,32,58,166,120,6.358,13.2448,18.2554,14.362,64,77.71428571,1.214285714,3.142857143,0.5329,64.16785714,73.67,75.07071429,1.5,2.285714286,-1.642857143,-0.03,-0.045714286,-4.435714286,-6.214285714,48.0925,187.6089286,0.427857143,-0.928571429,1.927064286,0.000816148,4.56E-05,0.0004282,0.000327391,1.83E-05,0.000684413,0.000250315,1.40E-05,-2.26E-07,-8.46E-06,2.92E-05,2.37E-07,1.48E-07,-9.37E-07,-7.56E-08,4.75E-07,7.94E-07,3.35E-07,-8.87E-07,-1.28E-06,5.13E-07,1.22E-06,-1.96E-06,4.80E-06,3.03E-08,1.28E-06,-8.27E-08,-1.07E-06,4.62E-07,-2.55E-08,6.30E-06,-9.08E-07,-3.85E-06,-3.28E-06,-7.35E-06,2.07E-06,2.09E-06,-2.09E-06,6.84E-06,1.37E-06,5.34E-06,1
MOF-806_no_solvent,0.012,467.3186,4181.3352,3624.384,12080,71424,90624,528,2112,4272,5664,134.904,36.6016,20.6416,105.07,1600,2560,7360,7360,24,64,160,352,448,8.9936,14.2296,27.2272,-16.88,-4.88,-47.08,256,136,776,44,20,136,6.48,3.08,19.28,299.7326,709.9966,983.0952,1322.298,1532,3688,5856,34,172,266,980,1244,17.3746,46.5798,66.1468,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,28.09,138.5066667,3.91,-2.666666667,-17.20711,0.000911678,0.000531855,0.000616811,0.000394144,0.000229936,0.000779551,0.00025186,0.00014693,5.42E-05,0.000183688,0.000290603,1.90E-35,-4.47E-36,-3.06E-35,-6.29E-36,-4.22E-36,3.59E-34,-9.77E-35,1.92E-35,-1.67E-34,-9.18E-36,1.06E-34,1.83E-35,1.54E-34,2.92E-36,4.32E-36,3.93E-35,-4.98E-06,6.63E-06,-1.87E-06,6.03E-05,4.19E-05,-3.53E-05,1.84E-05,-1.55E-05,4.37E-06,-2.45E-05,6.90E-06,2.07E-05,-5.82E-06,1.64E-06,0
MOF-808_no_solvent,0.108,995.0254,7130.22,7500.6504,14944,90096,134784,984,4072,7839,12438,217.666,41.1768,24.0331,127.946,1600,2880,7600,8960,29,81,234,477,648,10.1178,15.4154,32.8482,-18.99,-6.1,-57.63,288,170,936,55,28,189,7.29,3.85,23.33,144.0441,255.969,399.6456,462.213,711,1260,1944,18,66,90,294,306,8.9442,19.1268,27.591,16.12786667,64,88,1.166666667,3.222222222,0.5329,56.15055556,71.55,92.54388889,1.555555556,2.777777778,-1.666666667,-0.031111111,-0.055555556,-4.666666667,-8.333333333,3.121111111,13.93703704,0.164814815,-0.185185185,-1.111111111,0.00014749,-0.000229413,0.00014562,6.75E-05,-0.000104967,0.000317192,3.13E-05,-4.86E-05,-6.30E-05,0.000190363,-0.00022864,1.70E-08,4.46E-08,-9.96E-08,1.64E-07,-1.19E-07,2.73E-08,-2.08E-07,1.50E-07,-2.61E-07,-3.11E-07,-9.62E-07,6.96E-07,1.59E-06,-1.15E-06,8.32E-07,-3.86E-07,-5.80E-08,-2.48E-07,-1.10E-06,1.61E-06,-3.86E-08,1.38E-06,-6.38E-08,3.87E-07,1.14E-06,-2.04E-07,-1.23E-07,1.49E-06,4.70E-06,1.90E-05,0
MOF-808-Gly_no_solvent,0.043,1228.6512,9768.6585,10093.5885,14140.5,82764,102504,1515,12167,18432,15663,293.3372,36.6016,26.144475,102.526375,1600,2560,7290,7180,23.25,64,176,350,486,8.9936,14.9072,26.33785,-16.88,-6.3575,-46.165,256,217.75,750.5,42,36.25,125.25,6.48,5.72,18.7025,144.0441,255.969,399.6456,462.213,711,1260,1944,18,66,90,294,306,8.9442,19.1268,27.591,40.1448,64,216,1,2.625,0.5329,59.89,77.44625,177.55,2,5,-1.625,-0.04,-0.1,-6,-12.3,27.38,186.6734853,1.99,7.666666667,9.026873333,0.02240767,0.01663951,0.012564899,0.011466075,0.008514489,0.033915997,0.010463345,0.007769881,0.008064104,0.032121964,0.022982867,2.02E-07,3.98E-07,-7.31E-07,1.80E-06,-2.53E-06,6.83E-07,-3.08E-06,2.47E-06,-1.49E-06,-4.61E-06,-6.60E-06,8.99E-06,1.73E-05,-2.06E-05,3.46E-05,-3.42E-07,1.32E-06,2.12E-05,-1.91E-05,0.000229948,-4.53E-05,-0.000318529,4.33E-06,2.86E-05,-2.63E-05,6.24E-05,-5.80E-05,0.000442469,-0.000402322,0.000367518,1
MOF-841_no_solvent,0.00458,687.3518,4476.9568,4997.3568,13280,76576,105216,696,2616,5048,7568,166.628,36.6016,25.1636,109.6984,1600,2560,7680,7680,24.66666667,64,170.6666667,373.3333333,480,8.9936,15.81066667,27.89453333,-16.88,-6.506666667,-49.67333333,256,181.3333333,794.6666667,42.66666667,28,137.3333333,6.48,4.106666667,19.87333333,360.6813,736.032,1192.2908,1572.964,1572,3264,5872,53,248,292,1124,1400,23.6477,56.056,86.0372,3.5088,64,19.2,3.4,8.6,0.5329,107.802,51.304,23.956,0.4,0.8,-1.2,-0.008,-0.016,-1.2,-2.4,22.472,22.472,0.356,-1.2,-2.4,0.002872915,-0.001032568,0.002184817,0.001246048,-0.000447848,0.003879592,0.000710648,-0.000255417,-0.000133609,0.001157424,-0.000795246,9.46E-07,-7.92E-07,-3.12E-06,1.80E-06,-1.21E-06,3.68E-06,-3.39E-06,2.51E-06,9.78E-06,-8.98E-06,-2.09E-05,-1.03E-05,2.52E-05,1.80E-05,2.18E-05,-1.21E-08,9.83E-06,-9.54E-06,-1.11E-05,4.78E-05,7.50E-06,1.25E-05,-4.40E-05,-4.88E-05,1.53E-05,-1.02E-05,2.04E-05,0.000150139,3.07E-05,7.56E-05,1
MOFF-2_no_solvent,0.00158,405.4495,5108.4068,7270.4522,3148,24182,29098,1216,17518,33092,28024,150.6008,36.765,66.595,153.425,841,1305,3103,3799,32,36,120,642,942,6.1272,15.7182,26.0268,-7.95,-8.45,-19.95,129,299,797,16,-23,35,3.84,7.93,25.3,391.8158,823.1674,1006.8484,1787.8196,2056,4380,9489,34,175,240,942,1244,18.4978,46.7504,64.2398,45.9872,59,113,27.66666667,269,0.542766667,290.7866667,465.1588653,253.7521987,32.33333333,30.66666667,-4,1.686666667,1.72,-2.199846667,5.500153333,9.325066667,54.58841667,2.800416667,-1.208333333,-14.805,0.009371439,0.004175296,0.005796196,0.004742236,0.002112828,0.021287981,0.003879923,0.001728638,0.001055882,0.010638632,0.007759889,9.04E-05,-0.00047062,-0.000286269,0.000257052,-0.000173059,5.31E-05,0.00021066,-0.000147072,0.001803205,0.001062895,-0.000914445,0.000646402,0.000881889,-0.000599156,0.000414531,-2.61E-07,-2.36E-06,-0.000133284,-5.87E-05,1.07E-05,6.27E-05,0.000117248,2.62E-05,4.38E-05,1.17E-05,0.001468166,0.000693512,0.002757733,0.001355686,0.000714666,1
