filename,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,label_y
[Cd(L2)(1-4-NDC)]n_no_solvent,95.8551,170.08,292.7,387.192,2810,4272,4754,2112,12,24,36,46,64,164,188,124,8.4715,18.915,26.9392,26.103,2.8561,27.716,25.857,50.5648,2304,1824,1728,3360,1,5,6,11,25,60,90,165,2.1904,5.4612,6.8376,12.4172,0,-7.95,-5.16,-11.33,0,202,252,458,0,0,0,0,0,13,12,22,0,3.71,4.26,7.89,209.1104,453.543,746.9584,893.8515,815,1848,2734,2853,33,70,116,142,186,466,670,751,13.4569,33.2178,50.4112,57.0754,10.5376,12.138,26.5516,33.776,56.5,66,143.5,125,1,1.5,3,4.5,2.5,7.5,15,17,0.5477,0.85855,1.695,1.98335,41.425,113.565,196.8,252.025228,0,0.935,1.18,3.305,0,2,2.5,15.5,0,0,0,0,0,-2,-3.5,-2,0,-0.04,-0.05,0.69,0,-6.9,-8.85,-6.06422,10.5376,16.014,37.1156,37.12,56.5,87,171.5,128.5,1,2,4.5,5,5,16.5,27.5,24,0.5477,1.1473,2.26125,2.1221,41.425,155.375,271.962614,268.701535,0,1.18,2.265,3.725,0,2.5,9,18.5,0,0,0,0,0,-1.5,1,3,0,-0.05,0.32,0.88,0,-8.85,-7.90711,-4.617775,0.042256844,0.016550812,0.011674985,0.010022711,-0.01326101,0.042024227,0.006482486,0.004572762,0.003925613,-0.005193963,0.016459703,0.003225638,0.002769137,-0.003663835,0.011610716,0.002377242,-0.003145319,0.009967538,0.00416156,-0.01318801,0.041792891,3.09E-14,-1.12E-13,-1.65E-14,-4.58E-14,1.40E-14,1.32E-14,5.80E-13,-1.22E-14,6.61E-14,-7.87E-14,-7.02E-15,3.82E-14,6.50E-14,4.16E-15,-2.35E-14,1.27E-13,-6.48E-15,-4.46E-14,1.19E-14,7.77E-16,1.66E-14,1.31E-05,-2.98E-05,1.76E-05,-2.10E-06,-3.78E-05,-6.00E-06,6.80E-05,-3.83E-05,5.18E-06,8.79E-05,1.09E-05,4.33E-05,1.23E-05,-4.29E-05,-4.61E-05,1.82E-05,4.73E-06,-3.20E-05,0.000124274,6.03E-06,9.77E-05,1.08E-13,1.91E-14,-1.61E-13,-5.57E-14,-4.65E-14,3.28E-15,6.73E-13,3.11E-13,-8.65E-15,9.84E-14,5.77E-14,4.26E-13,7.50E-14,1.31E-13,2.56E-14,3.87E-14,1.06E-14,5.01E-16,5.83E-14,1.42E-15,1.00E-14,3.51E-06,-4.85E-06,9.77E-06,-4.90E-07,1.51E-05,1.10E-05,9.56E-06,-1.06E-05,-9.92E-07,-1.47E-05,-2.94E-05,3.42E-05,-1.95E-06,3.77E-05,-7.30E-06,4.59E-06,-9.71E-06,1.33E-06,0.000111959,6.02E-05,0.000399864,1
[Cd2(L1)(1-4-NDC)2]n_no_solvent,170.8842,315.936,675.4348,918.8096,5506,8592,10000,10656,20,44,76,112,120,308,428,512,14.5122,35.34,55.5348,71.4944,2.8561,28.392,25.857,57.967,2304,1872,1728,3648,1,5,6,12,25,55,90,150,2.1904,5.4316,6.8376,12.8168,0,-8.35,-5.16,-14.02,0,201,252,500,0,0,0,0,0,14,12,30,0,3.73,4.26,9.1,187.0942333,417.5048333,691.6220667,833.6496667,762.3333333,1733.333333,2506.666667,2613.666667,28.66666667,64.33333333,106.6666667,135,185.6666667,541.3333333,745.3333333,793,12.08393333,30.69763333,46.51826667,52.60936667,10.9696,11.016,24.21493333,21.67733333,59,60,121.3333333,108.3333333,1,1.333333333,2.666666667,2.666666667,2,6,9.333333333,12.33333333,0.542766667,0.759733333,1.395,1.419466667,36.98,95.67333333,143.7708713,174.5908713,0,0.92,1.2,1.956666667,0,2,4,5.666666667,0,0,0,0,0,-2,-2,-4.166666667,0,-0.04,0.086666667,0.053333333,0,-6.6,-5.635703333,-10.93570333,3.080533333,7.752,21.04186667,15.732,16.33333333,42,74.66666667,56,0.333333333,1,2.833333333,2.166666667,3,11.5,21,17,0.1875,0.5775,1.23125,0.95125,18.25333333,83.62,160.280152,130.9092807,0,0.49,1.691666667,1.411666667,0,1,9.166666667,7.166666667,0,0,0,0,0,-0.833333333,1.5,0.833333333,0,-0.02,0.483333333,0.356666667,0,-3.9,-0.692813333,-1.65711,0.034543272,0.016200002,0.010621083,0.005901831,-0.009971177,0.036388825,0.007597429,0.004981044,0.002767824,-0.004676253,0.017065524,0.003265684,0.001814647,-0.003065856,0.011188539,0.001008347,-0.001703608,0.00621715,0.002878256,-0.01050391,0.038332982,1.07E-34,-3.29E-34,2.66E-34,-3.42E-34,2.95E-34,-8.80E-35,1.31E-33,-8.33E-34,9.06E-34,-8.42E-34,2.51E-34,7.71E-34,-9.46E-34,7.33E-34,-3.38E-34,1.26E-33,-9.75E-34,4.07E-34,8.20E-34,-2.54E-34,2.03E-34,3.37E-05,-3.65E-05,1.11E-05,7.77E-06,-5.68E-05,-4.05E-05,0.000135467,-7.57E-05,1.91E-05,0.000183224,0.000127463,5.23E-05,-1.11E-05,-9.95E-05,-7.61E-05,3.09E-05,1.23E-05,1.66E-05,0.000259576,0.000165603,0.000138266,2.18E-34,-3.79E-36,-2.08E-34,-3.41E-34,6.98E-35,-7.70E-35,5.45E-34,-9.98E-35,1.98E-34,-1.53E-34,6.02E-35,5.94E-34,2.50E-34,1.18E-34,6.47E-35,7.96E-34,-3.04E-34,1.81E-34,2.49E-34,-6.31E-35,4.32E-35,4.35E-06,3.18E-07,3.10E-06,-6.57E-06,-3.26E-06,7.34E-06,2.74E-05,1.31E-05,5.40E-06,4.64E-06,2.68E-05,2.05E-05,-1.37E-05,-1.83E-05,4.14E-05,5.88E-05,3.80E-05,-3.92E-05,6.04E-05,-6.14E-05,0.000166627,1
[Cd3(L)(H2O)4(OH)2]_no_solvent,248.6487,501.0016,1341.271,1839.4368,7962,14752,25800,22560,31,72,152,244,234,752,1292,1392,17.7724,53.29,97.8966,123.4868,2.8561,34.8816,34.55486667,58.0008,2304,2304,5600,3840,1,6,9.333333333,10.66666667,36,104,148,160,2.1904,6.4824,9.9752,11.68213333,0,-10.5,-4.673333333,-16.29333333,0,240,331.3333333,432,0,0,0,0,0,18.66666667,31.33333333,37.33333333,0,4.5,7.073333333,7.893333333,286.1238,564.672,901.5908,1133.639,1314,2616,3968,4448,40,84,132,174,216,540,788,926,18.676,43.1508,64.97,78.819,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031195456,0.013103242,0.012784047,0.006149244,-0.008123399,0.027278196,0.005503845,0.005369771,0.002582909,-0.003412127,0.011457848,0.005238964,0.002519989,-0.003329008,0.011178735,0.001212138,-0.001601283,0.005377074,0.00211536,-0.007103332,0.023852832,6.51E-10,-1.36E-09,2.05E-09,2.97E-10,7.60E-09,-1.67E-08,2.88E-09,-4.18E-09,-1.98E-09,-1.40E-08,3.49E-08,6.65E-09,-1.43E-09,2.71E-08,-5.25E-08,3.31E-08,-4.05E-08,-9.56E-09,1.48E-07,-1.93E-07,4.29E-07,7.87E-06,-3.10E-05,-2.70E-05,-1.47E-05,-8.98E-05,4.86E-06,0.000123705,9.81E-05,5.68E-05,0.000333378,-3.78E-05,0.000136482,4.78E-05,0.000409176,3.66E-05,3.55E-05,0.000159979,2.64E-05,0.001271771,8.20E-05,0.000307427,1.71E-09,-1.92E-09,4.52E-09,-1.50E-08,2.18E-08,-5.12E-09,2.37E-09,-4.84E-09,1.33E-08,-2.08E-08,9.77E-09,1.23E-08,-4.44E-08,6.22E-08,-6.78E-09,1.96E-07,-2.58E-07,-3.37E-08,3.58E-07,-4.33E-09,1.48E-07,5.06E-06,-1.40E-05,-2.03E-05,-6.97E-06,-1.92E-05,-3.35E-05,0.000111942,7.38E-05,2.02E-05,0.000106323,0.000216401,0.000138314,-1.84E-06,0.000165454,0.000142979,5.32E-05,-5.76E-05,9.43E-05,0.000478342,6.36E-05,0.000581189,1
[Cd3Yb3L3(OH)3(OAc)6]_no_solvent,635.7651,1264.0236,4803.1848,7231.56,24933,51216,128358,137136,78,198,522,960,768,2766,5706,8328,54.7596,170.031,386.6604,649.4928,2.03305,35.6848,35.806,123.3945,3602,3904,14522,11578,1,8,12,30,68,194,432,650,2.5402,9.4758,18.3454,33.2611,0,-16.55,-10.34,-49.355,0,431,493,1609,0,0,0,0,0,45,48,166,0,7.08,7.89,27.21,176.044,367.897,584.8514667,687.7401333,694,1496,2110.666667,2297.333333,27.33333333,56.66666667,90.66666667,106.6666667,147.3333333,356.6666667,482.6666667,536,11.16166667,26.7806,38.97386667,44.27466667,11.6176,7.871,17.61413333,21.39726667,62.75,43,85.08333333,61.41666667,1,0.916666667,1.916666667,2.666666667,1.25,3.916666667,6.166666667,6.416666667,0.535366667,0.517825,0.969891667,1.014433333,30.3125,58.85416667,93.60963858,105.0790493,0,0.749166667,1.244166667,2.608333333,0,1.666666667,4.166666667,12.83333333,0,0,0,0,0,-1.583333333,-1.916666667,-0.916666667,0,-0.033333333,0.083333333,0.576666667,0,-5.15,-5.535703333,-2.628516667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041218286,0.016406218,0.010944988,0.010725357,-0.009067121,0.03433283,0.006530208,0.004356461,0.004269041,-0.003609009,0.013665582,0.002906301,0.002847981,-0.002407658,0.009116643,0.002790831,-0.002359344,0.008933701,0.001994568,-0.007552471,0.02859758,6.14E-07,-6.15E-07,-3.82E-07,-7.64E-07,1.66E-06,-4.81E-06,6.17E-07,3.83E-07,7.66E-07,-1.66E-06,4.82E-06,2.38E-07,4.75E-07,-1.03E-06,2.99E-06,9.51E-07,-2.06E-06,5.98E-06,4.48E-06,-1.30E-05,3.76E-05,8.78E-08,-4.67E-07,-1.23E-06,-1.35E-07,3.95E-07,9.00E-07,2.48E-06,6.53E-06,7.16E-07,-2.10E-06,-4.79E-06,1.72E-05,1.88E-06,-5.52E-06,-1.26E-05,2.06E-07,-6.05E-07,-1.38E-06,1.77E-06,4.04E-06,9.23E-06,6.40E-07,-2.03E-06,-2.25E-06,-4.33E-07,-1.24E-06,8.08E-07,6.52E-06,7.42E-06,1.15E-06,4.38E-06,-2.28E-06,9.26E-06,9.76E-07,5.57E-06,-9.23E-07,2.56E-06,-3.22E-06,3.31E-07,9.71E-06,-2.72E-06,5.09E-06,5.93E-07,-5.53E-06,-2.60E-06,-2.06E-06,2.35E-06,-8.69E-06,5.31E-05,2.57E-05,1.74E-05,-2.45E-05,8.74E-05,1.34E-05,5.99E-06,-1.25E-05,3.77E-05,1.22E-05,-5.82E-06,3.76E-05,1.37E-05,-4.76E-05,0.000219922,1
[Dy(TCPB)(DMF)3]n_no_solvent,334.8931,666.2754,2082.3888,1599.4158,5640,13968,13530,9648,49,108,252,228,402,1236,1482,1320,21.0409,65.6952,119.8716,110.2752,1.4884,47.1042,18.666,37.8444,4356,5940,2376,3960,1,12,6,12,144,360,216,360,2.7889,14.8296,7.7154,13.3266,0,-23.97,-7.98,-16.38,0,702,360,732,0,0,0,0,0,114,54,114,0,11.16,5.4,12.06,462.1812,1004.0496,1611.2946,1983.081,1995,4470,6726,7176,69,150,240,306,390,990,1464,1614,30.7917,75.1698,114.9108,131.8674,11.38934167,10.044875,18.03721667,18.27925,61.66666667,55,72.66666667,98,1,1.166666667,2,2.166666667,1.666666667,4,5.166666667,9.5,0.5379,0.65835,0.894516667,1.2012,36.39,75.52166667,83.27576225,142.2925286,0,0.6675,1.378333333,1.62,0,1.5,6.333333333,4,0,0,0,0,0,-1.5,-1.833333333,-5,0,-0.03,0.248333333,-0.038333333,0,-4.5,-1.9803325,-10.10892583,9.2416,22.6594,51.5432,11.096,49,122.5,121.625,45.5,1,2.875,7.125,1.5,8.375,29.25,25.875,8.75,0.5625,1.6565625,2.4796875,0.71625,54.76,233.1925,292.3053003,100.296307,0,1.28625,4.705,0.91,0,2.625,32.5,4,0,0,0,0,0,-1.625,11.75,0.25,0,-0.0525,2.0375,0.17,0,-10.2375,13.22428375,-2.453555,0.044375229,0.016667358,0.012576139,0.011259311,-0.012988081,0.043337699,0.006260268,0.004723604,0.004229003,-0.00487833,0.016277662,0.003564134,0.003190939,-0.003680881,0.012282099,0.002856821,-0.003295461,0.010996059,0.003801451,-0.012684409,0.042324427,9.81E-35,-3.01E-34,2.08E-34,-3.60E-34,2.23E-34,4.38E-35,1.20E-33,-6.48E-34,1.17E-33,-6.66E-34,-1.26E-34,6.13E-34,-6.06E-34,6.43E-34,1.57E-34,1.49E-33,-6.54E-34,-9.82E-35,6.79E-34,1.64E-34,4.37E-35,1.66E-05,-4.15E-05,8.74E-06,1.87E-05,-0.000101664,-1.16E-05,0.000104579,-1.96E-05,-5.07E-05,0.000261544,2.40E-05,1.15E-05,-1.44E-06,-3.26E-05,-2.24E-05,4.12E-05,-0.000149813,7.90E-06,0.000689198,2.17E-05,7.04E-05,9.26E-35,2.07E-34,1.22E-34,5.96E-35,2.14E-35,-2.75E-35,2.05E-33,9.55E-34,-8.87E-35,4.54E-34,2.77E-34,1.42E-33,-8.46E-35,6.46E-34,1.36E-34,5.53E-34,-7.83E-35,-2.31E-34,4.09E-34,4.38E-35,2.32E-34,4.56E-06,-1.47E-05,-2.35E-07,-6.94E-06,-1.37E-06,3.53E-05,4.90E-05,4.58E-06,2.86E-05,1.02E-05,-0.000125649,1.07E-05,1.17E-05,2.52E-05,-4.13E-05,8.14E-05,-4.25E-05,-3.99E-05,0.000176828,-0.000186582,0.000487351,1
[Sm(TCPB)(DMF)3]n_no_solvent,475.4286,1110.5456,3117.3858,3505.7398,5365,14132,16806,14503,76,180,441,551,711,2384,3244,3613,27.6427,90.4748,174.0851,209.6231,1.3689,45.1737,26.8515,51.7374,3844,5580,3348,4092,1,12,9,18,144,396,324,612,2.9584,15.2736,11.9196,17.544,0,-24.57,-12.42,-23.16,0,654,504,1050,0,0,0,0,0,111,81,165,0,11.76,8.55,20.76,462.1812,1004.0496,1611.2946,1983.081,1995,4470,6726,7176,69,150,240,306,390,990,1464,1614,30.7917,75.1698,114.9108,131.8674,11.38934167,16.623875,29.38921667,33.56575,61.66666667,91,84.66666667,119,1,1.916666667,3.5,4.166666667,3.916666667,10.75,18.66666667,24.25,0.5379,1.079925,1.299666667,1.7779,36.39,120.4391667,119.1072868,194.5681842,0,1.335,3.238333333,4.05625,0,3,16.83333333,17.375,0,0,0,0,0,-1.5,-2.583333333,-3.875,0,-0.06,0.788333333,0.631666667,0,-9,-0.7909975,-9.372257083,6.9312,27.2498,43.0388,24.738,36.75,103.25,126.875,68.25,0.75,3.625,5.875,3.5,19.625,60,59.625,23,0.421875,1.6359375,2.2903125,1.34625,41.07,213.291421,286.8482258,179.5683815,0,2.05625,3.7025,2.5025,0,10.625,23,14.75,0,0,0,0,0,8.625,19.625,9.875,0,0.5375,1.3525,0.83,0,-1.998165,4.71172625,1.6340025,0.066908797,0.019758833,0.013990491,0.030123769,-0.015244069,0.078226143,0.00583498,0.004131531,0.008895848,-0.004501725,0.023100958,0.002925383,0.006298818,-0.003187503,0.016356924,0.013562364,-0.006863205,0.03521908,0.003473111,-0.017822541,0.091457772,1.21E-07,-1.04E-07,2.06E-07,-1.04E-07,-1.32E-07,-1.17E-07,7.38E-07,-1.06E-06,5.07E-07,6.17E-07,4.06E-07,1.56E-06,-7.48E-07,-9.14E-07,-6.17E-07,3.61E-07,4.38E-07,3.02E-07,5.36E-07,3.65E-07,2.64E-07,8.88E-06,-2.33E-05,1.22E-05,-3.03E-05,-8.44E-05,-4.86E-05,6.31E-05,-2.92E-05,7.80E-05,0.000247038,0.000120521,2.08E-05,-4.40E-05,-7.87E-05,-7.70E-05,0.000105521,0.000267823,0.000169019,0.001141488,0.000361897,0.000312296,7.47E-07,-2.20E-06,-1.02E-06,-2.73E-07,-2.00E-07,-4.59E-07,9.47E-06,4.93E-06,1.89E-06,6.81E-07,2.07E-06,5.23E-06,1.43E-06,6.93E-07,7.10E-07,6.64E-07,2.00E-07,4.48E-07,1.32E-07,1.16E-07,5.69E-07,9.16E-06,-3.48E-05,1.97E-05,3.23E-05,-2.32E-05,6.94E-05,0.000133072,-7.45E-05,-0.000127165,8.97E-05,-0.000259463,4.72E-05,5.09E-05,-2.74E-05,0.000145873,0.000215153,-0.00016801,0.000174855,0.000168934,-0.000195884,0.000797978,1
[Zn(L)0.5(NDC)]n_no_solvent,146.9498,255.456,424.9888,559.488,2570,4632,5440,4728,18,36,52,68,88,208,252,252,12.4978,26.7708,37.642,41.5612,2.7225,22.044,21.0375,47.289,900,930,900,2010,1,4,5,10,16,36,60,108,1.7161,3.8514,5.0435,9.9036,0,-6.76,-4.5,-12.16,0,89,120,233,0,0,0,0,0,7,5,13,0,2.3,2.7,5.54,231.6178,498.491,820.1157333,1016.931667,930,2080,3053.333333,3238.666667,36,76.66666667,126.6666667,163.3333333,203.3333333,516,752,846.6666667,15.0436,36.93433333,56.26093333,64.93153333,11.3152,10.1184,22.984,24.2496,61,55.2,124.6,114.6,1,1.2,2.4,3,1.6,4.8,8.4,11.6,0.53882,0.68068,1.335,1.52786,33.424,81.36,131.508,182.7315684,0,0.908,1.006,2.32,0,2,2.2,7.6,0,0,0,0,0,-2,-2.6,-3.8,0,-0.04,-0.044,0.148,0,-6.36,-7.14,-10.984266,11.3152,10.8936,24.73504,22.0304,61,59.4,122.5,105.5,1,1.3,2.7,2.7,2.1,6.6,9.9,11.5,0.53882,0.73843,1.38975,1.38461,33.424,89.722,139.3730456,162.672307,0,0.957,1.342,2.138,0,2.1,4.6,6.8,0,0,0,0,0,-1.9,-1.2,-2.6,0,-0.042,0.108,0.114,0,-6.75,-5.982844,-10.493555,0.036734491,0.015499822,0.00861626,0.008487436,-0.011724467,0.036557074,0.006540024,0.003635561,0.003581205,-0.004947044,0.015424962,0.002020987,0.001990771,-0.002750033,0.008574646,0.001961006,-0.002708916,0.008446444,0.003742072,-0.011667841,0.036380514,1.13E-34,-4.20E-34,-3.41E-35,7.66E-35,5.32E-35,-3.93E-35,1.63E-33,2.06E-34,-4.28E-34,-9.51E-35,1.35E-34,1.26E-34,-1.93E-34,1.10E-34,-1.64E-36,3.68E-34,-1.91E-34,-2.53E-36,1.89E-34,-3.59E-35,1.55E-35,3.30E-06,-6.08E-06,7.95E-06,-9.67E-06,-1.17E-05,-1.20E-06,1.18E-05,-1.40E-05,1.42E-05,2.37E-05,4.79E-06,5.99E-05,1.26E-05,-5.96E-05,-5.70E-06,9.83E-05,-1.61E-05,-1.71E-05,8.39E-05,2.35E-05,1.95E-05,7.98E-35,-1.58E-34,-1.13E-34,-7.88E-35,1.86E-35,-2.73E-35,8.29E-34,-1.15E-34,4.89E-34,-1.70E-34,2.33E-34,4.87E-34,-1.99E-34,1.37E-34,-8.40E-35,4.31E-34,-1.29E-34,1.30E-34,1.56E-34,-4.98E-35,1.15E-34,5.36E-06,-1.73E-05,5.24E-06,-7.43E-06,-1.39E-05,-9.40E-06,6.57E-05,-4.42E-06,2.38E-05,4.10E-05,3.85E-05,3.02E-05,-4.40E-06,-2.76E-05,-4.61E-05,3.11E-05,1.71E-05,-4.27E-06,6.77E-05,6.03E-05,0.000298766,1
[Zn(ZnOH)4(bibta)3]_no_solvent,324.6857,772.4044,1603.812,2447.2344,6074,12160,21234,31440,43,112,218,320,330,992,1970,2640,28.4995,79.656,153.2314,214.2368,2.7225,22.5984,37.0788,46.6884,900,948,1464,3240,1,4.4,8,11.2,20,56.8,104,168,1.7161,4.30204,7.52464,12.3664,0,-6.436,-9.272,-9.816,0,100.4,191.2,228,0,0,0,0,0,7.6,14.4,14.4,0,2.48,4.736,5.232,162.5196,372.3338,565.7344,620.502,732,1736,2500,2268,24,54,84,96,138,350,520,512,11.3112,27.9542,41.9204,42.3456,9.2416,17.49013333,21.66506667,19.96266667,49,93.33333333,116.6666667,88.66666667,1,2,2.666666667,2.666666667,4,9.333333333,14.66666667,13.33333333,0.5625,1.135,1.53,1.34,54.76,128.76,203.7466667,189.475076,0,0.326666667,0.98,1.54,0,0.666666667,2,6,0,0,0,0,0,-0.666666667,-2,-1.333333333,0,-0.013333333,-0.04,0.213333333,0,-2.6,-7.8,-5.871406667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019775458,0.007123998,0.005481512,0.001567382,0.001075736,0.008519521,0.00256638,0.001974684,0.000564641,0.000387528,0.00306911,0.001519407,0.000434459,0.000298181,0.002361506,0.000124229,8.53E-05,0.000675248,5.85E-05,0.000463441,0.003670319,5.63E-08,-6.66E-08,-1.94E-07,-7.67E-08,-2.12E-08,7.59E-09,7.94E-08,2.38E-07,8.89E-08,2.60E-08,-3.34E-08,7.81E-07,2.41E-07,8.45E-08,-3.37E-07,1.09E-07,2.65E-08,5.31E-08,9.15E-09,-3.47E-08,8.60E-07,5.62E-07,-1.03E-06,-3.67E-07,-7.70E-07,-9.49E-08,-1.30E-06,4.76E-06,-4.55E-06,-2.00E-06,1.03E-05,-1.08E-05,1.12E-05,6.99E-06,-1.87E-05,2.26E-05,5.20E-06,-1.19E-05,1.67E-05,3.58E-05,-4.60E-05,6.90E-05,2.73E-06,-5.38E-06,-7.03E-06,-2.50E-06,-2.80E-06,-5.17E-06,1.07E-05,1.38E-05,4.91E-06,5.51E-06,9.97E-06,1.83E-05,6.30E-06,7.22E-06,1.36E-05,2.44E-06,2.53E-06,4.33E-06,2.89E-06,5.37E-06,1.11E-05,2.50E-06,-7.87E-06,-5.54E-06,-5.32E-06,3.93E-06,-2.27E-06,2.49E-05,1.76E-05,1.66E-05,-1.23E-05,7.32E-06,3.18E-05,2.16E-05,-3.54E-05,-2.82E-05,1.84E-05,-2.48E-05,-1.46E-05,4.72E-05,4.53E-05,6.22E-05,1
