filename,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,label_y
Eu-CP_no_solvent,1495.872894,-3589.139473,-7861.078395,-213.3347684,598.4104498,-2673.384611,4916.139862,996.647567,3268.011443,-412.4504946,499.3404469,359.5990755,769.2938075,-600.5518936,75.06414158,87.29634945,286.2762861,-125.9964907,441.1564226,-68.18049743,-21.63534841,-82.0918958,-57.78167548,-107.9053516,-19.62104184,75.42278351,-9.56952716,-2.16726606,-3.113760244,10.2092764,-27.65642117,-37.8873048,33.82956969,38.15899121,50.63436047,63.66630919,-56.99124593,22.00238809,36.63715444,-55.51323141,1.685399322,16.84643227,-17.05250915,-7.143094381,-2.975323574,20.39634752,-6.5982769,7.059029611,-1.998349888,2.188946289,-0.187882382,5.254273073,-0.383974777,-7.395493802,-6.708111059,-7.506960352,-3.579945589,6.402449187,-1.395364094,0.038566052,5.05755019,-1.97944266,-0.549435144,-0.646916831,1.505255162,-1.533820457,4.730335421,-1.845866653,-1.14783925,-2.685127763,-4.777958346,2.176370032,-0.540691019,-3.134984767,-3.261548572,-0.705810913,-2.750230226,0.380848717,-0.2511815,-0.851972996,1
Eu-Cu_no_solvent,-23478.87981,-4528.636585,-8671.967569,-965.3014572,2455.129452,-874.8486524,2262.715464,126.1301073,592.8035454,-828.3383042,457.7232622,-346.9962192,328.4417619,-161.9082847,434.6188689,34.39625581,-279.0125135,-60.22516414,-103.2291602,40.42953534,19.27436911,-2.810549507,30.07918755,27.81734098,-36.73545907,-40.23612815,-12.17917712,-16.34641332,-14.31279479,5.548926622,-7.90769013,-12.08803556,-30.65490044,-12.16478497,11.13606144,16.153487,-5.43202808,-23.19080221,2.626993989,-14.01330098,-12.08095384,-1.781402742,-4.821395705,-11.10755784,12.3439143,7.547498467,-0.117481351,5.996623336,12.92230169,-1.513571976,3.537000555,4.060328215,-3.755246297,5.423200258,3.489782113,-2.600565149,0.542167261,-5.039994682,-2.672882455,-3.217129592,1.515777491,0.639518105,-0.509980762,-0.820904811,0.057025469,1.838908676,-4.834894276,4.225868516,4.344558159,1.150236649,2.101783921,-0.057887859,-0.34825116,-1.569578524,0.940775273,-2.110427639,-1.779491036,-0.690882058,-1.406510023,-0.757489366,1
Eu-TDA_no_solvent,-8885.923864,-5823.551298,-8404.518394,-1142.53487,2858.962129,-2297.298765,4926.939812,665.3532603,1837.8072,-1003.112547,1019.204272,-39.72653513,514.4848405,187.2299844,-28.64038157,-119.3463027,329.2425174,-196.3353155,-130.3220526,42.05930901,-68.05085197,-140.5732294,-1.329848423,-60.56660318,-45.4090111,-40.68201749,-22.83487066,73.56077963,-43.73582325,-30.1110612,-100.7825547,80.64781283,-27.7353633,-71.78430642,-17.34922931,-6.776661163,43.36864501,-6.002047022,35.69013764,-27.4892528,2.063208713,6.2661272,-5.512244815,12.31969284,-11.32424052,3.968664818,-5.543871886,3.597778716,1.685668741,-4.64262175,0.890248626,-0.493418355,0.38822755,4.115377889,5.839038684,0.631767521,-3.408271,6.351995584,-3.59880256,-3.396742201,-0.814431744,2.055384909,1.479645612,1.650479884,1.040370183,1.232051152,-2.093253562,0.456254413,0.890084984,0.283962483,0.889019102,0.22555454,-1.744558258,1.933493976,-0.639020498,0.908825285,-0.131861979,-0.093510603,-0.2636929,1.663436067,1
EVOTIT_no_solvent.cif,-26718.7343,-854.0212232,-8345.783452,-149.6381238,-1053.775215,-1350.162951,32.78608136,180.5718785,-1946.734485,267.4064388,-415.0368535,-351.4155335,135.8573421,166.5455387,167.4605524,205.3538534,66.18010987,14.85364389,-45.31021642,-63.38430863,33.87496502,109.171617,-6.779013058,-8.855154351,-9.082381989,-16.33085423,71.52226809,36.93097081,16.45142169,16.4793451,-13.46414245,30.52557695,45.22388979,-10.12979674,63.72511763,35.87552589,19.89142633,11.24689589,1.010341391,-3.002323468,16.63849161,-6.163575213,-10.55548961,6.324931743,6.569252798,-7.459679272,7.361525507,3.291795426,-3.701737521,-12.81056959,8.813645621,3.262295955,-8.310855768,-2.762802474,2.941446257,-4.224848493,4.507814209,-6.2341459,-2.229641433,4.364346911,1.706177811,-1.062055965,2.181438333,9.848547049,-2.008995147,-4.138256334,3.891183937,2.004873341,0.351751784,0.68950442,-0.949488275,-0.356978699,2.179645983,-1.851831057,0.013034776,-0.100261196,-0.154110846,1.22082792,-1.216070683,-0.002875674,0
EZIMIK_no_solvent.cif,-31906.09382,11777.12183,-6085.177276,2418.131773,-631.8230444,-396.5214014,-866.9139268,1105.517474,2.306469417,2159.672234,-215.1945473,329.1982544,-200.5041418,-42.48149059,273.4656647,130.6782382,-234.8922088,143.5097544,-30.58064355,173.8798921,-2.502311267,29.09753268,38.62109716,-7.815780157,-47.47339695,-27.90134272,20.84025507,-48.09102406,-65.62285927,98.54362975,-40.95754531,-30.03223099,-20.74870463,-1.602547106,-23.73630084,-36.07424513,17.23275266,-33.54724991,12.47060731,-23.18312896,-9.403305723,-0.024878521,16.08181935,19.37588781,0.716958792,-10.29390119,3.102403862,6.276366055,-9.651265581,-1.344114645,8.387736186,0.983067376,12.27733964,5.971832451,-1.364138731,-4.880805666,2.956277489,-0.684855427,7.222395507,-1.84166676,-7.25507022,-3.131354355,-1.030332575,3.686405039,-1.113938309,-1.018209446,-1.674480176,-0.142687189,2.90275794,-3.040633815,-2.539474142,2.081345728,-0.224433611,0.781942187,1.222040367,-0.745375799,1.36606099,-0.403559536,0.106350589,0.221856445,0
EZOGAC_no_solvent.cif,-24193.18324,-3131.586827,-1752.510318,-771.1822669,-1858.06501,1633.738868,-78.39621622,-380.1561592,343.6736517,-204.5089355,-111.7368146,-374.3183258,-93.65297278,-125.0699565,-229.8128904,-459.9074033,-268.5250822,-54.94231095,-52.32889978,-11.9323469,87.22127791,73.04637141,89.42688505,-66.31570101,46.95166465,-8.992001298,27.51212693,-37.29606151,-40.99593625,-41.55572107,29.4042446,49.87154331,-16.87275166,-15.00965949,-20.52171887,-14.64308044,-1.955977669,-17.99049568,15.65333151,-16.62926526,1.297438922,1.667086136,-14.2743822,3.726998112,28.42366811,-5.852093231,6.806436501,-7.215889723,13.47500105,0.037107128,-1.454105959,-11.25296658,4.55780204,-0.286354472,3.337672757,-4.382539343,-7.165828341,2.356196547,-3.924817534,6.420717135,-0.07020778,-2.023728587,1.81361407,2.427646478,0.86132358,0.785417929,1.379418389,-5.167738723,1.277188452,-0.324996093,0.134792762,-5.130857189,-0.002989291,0.971694034,-2.249167162,-2.016615783,-2.045985973,-1.074010256,0.350259335,-2.695009808,0
FJI-H14_no_solvent,-29409.87347,889.5277164,-5784.862761,71.3388644,-185.9213936,629.023708,-696.3349406,143.135694,85.12561867,37.56187161,116.4297869,10.44972515,53.75446125,413.1599796,-141.4786201,-72.91857663,71.93813724,111.4563591,16.20628358,-21.53931906,-49.94524204,-14.95767347,-48.38174509,16.35805801,-32.68466053,-45.1539345,62.02319259,-24.83629631,-67.0088674,23.51061641,-13.33062227,13.42351825,31.15842391,28.35353692,20.33551728,-28.9919868,-25.29720279,-30.81225905,15.72413952,-0.615128901,-1.430636034,13.85872243,-9.105723429,11.04006485,-1.68889827,-14.34356202,-11.16315065,-5.169913146,19.6943149,-9.815489348,-0.253795461,-5.006610202,6.779118642,3.016747603,5.010328741,-2.715530097,0.030811457,-9.095689288,-10.74929836,12.59837816,3.653269157,-0.116692555,-3.692663423,-3.568214203,-2.675007065,-0.244606178,1.207663019,-5.342116132,-2.81003326,-0.181334169,-1.333395698,0.581421941,-0.349271641,1.057690667,-0.769549412,0.380438678,-3.370903769,-3.192969986,-0.135561168,0.820142929,1
FJI-H25Fe_no_solvent,-29747.58256,-2093.720995,-4225.92792,-787.6579497,-389.4998975,120.7414358,-920.8332059,-247.0122668,437.0276206,-310.4620637,133.4044847,-175.1012924,178.1346122,181.9514631,-21.41781575,-143.8294964,43.70604523,-63.77767776,114.5368532,38.7915253,4.930323047,-72.9217762,-54.72920654,-36.62878983,-22.820951,-61.35900302,24.91216211,24.95238932,4.834180105,3.074826235,-23.96681128,27.19493666,20.28101904,19.38018543,14.89368231,-1.387438316,4.448584204,10.58844334,6.197220008,15.29576536,-7.117497678,-11.85370904,-5.652983651,-0.117338291,6.670333732,-1.208203235,-4.997949332,6.754116182,14.88427629,-0.395297844,-5.415298185,-0.510002243,0.178191714,-3.263332926,0.523943267,-2.353384732,3.571040203,-2.492129581,-1.216544796,0.922238296,-1.142050867,-2.14810441,-1.411617399,-2.986595173,1.403463823,0.839265952,-1.009256405,0.567764554,0.046683267,-0.830648972,0.644412261,0.532330558,3.429639191,0.646479924,1.582781881,-0.6971001,-0.316737127,1.228282546,0.80427458,-1.269525216,1
FJI-H29_no_solvent,-41590.41694,2142.718627,-8088.001412,233.0351496,583.9240084,344.0015912,-1055.065688,-7.015333312,-51.32810444,438.5493181,-145.5302955,116.848083,-366.4405574,-76.70113687,-58.45526118,-43.96573389,106.4501069,-75.34279276,-115.1553632,1.229658501,6.253852075,-4.443953758,-71.2109577,-57.67253478,-40.23907908,-95.34518607,-40.91534568,-44.69748398,17.49575327,12.92479108,-18.47209097,16.17127002,50.66228285,7.965925768,10.31381128,-4.783821056,-9.736770001,3.346383261,-2.643375132,-9.319163659,-1.381742904,-0.89648182,-3.779145798,7.911409717,6.941580018,-18.7794395,-0.396259902,-0.584266204,4.540660562,0.654953654,1.235336049,-5.042029348,-2.975916527,-2.030868197,0.060743858,-6.813429595,6.880357789,0.674026981,-3.268080541,-4.486453941,3.705193209,-1.600294989,-3.711598541,-3.499089171,-0.628162813,0.043579499,-2.520418987,3.066812845,-2.460604715,-1.151049286,1.528954201,-0.686492654,1.616120734,0.26092339,0.844449082,-1.104345838,-0.066561666,0.42839703,-0.142529359,-0.851756912,1
FJI-H30_no_solvent,-37026.778,70.58498513,-6057.208839,275.7510935,309.6953776,110.0020304,-770.7820412,75.84947293,387.177406,9.407893322,-41.81190874,-22.96041995,-93.55252193,212.3109973,140.3161554,-148.0960908,374.33222,128.8506073,137.3821682,-153.284291,-86.41798358,-54.67212751,-68.0430982,-88.6177367,-38.0764192,-87.07460915,-50.43285417,39.66929032,-63.58498314,-12.29208347,16.12343192,43.97721662,47.58455073,-43.35039749,1.327425033,-22.53735256,-1.525418388,22.31833083,-7.014497929,8.796374223,12.64520958,-0.705000589,1.085735764,-1.652314236,-7.679442905,26.73253704,8.925964156,4.390331737,-3.808209238,-20.60988908,4.37597576,3.402859053,-9.110254346,-10.65823321,-17.31008752,0.368690143,13.23478241,-18.81631848,-4.735094547,-0.892932197,-19.71392733,-10.96703841,3.388233237,4.734165478,0.837745722,4.429647348,13.64161427,-0.384405297,4.364598128,2.029831842,-4.783318442,-0.806539594,-3.120959403,-4.209454349,-2.038809785,1.233335822,-2.818034677,3.934268667,-5.172726956,4.343859108,1
FJI-H36_no_solvent,-38423.19636,1805.266954,-7240.789516,171.6091576,131.2001515,570.7544794,-1011.875947,-49.54757031,205.854883,436.3759763,193.933575,198.1430779,-83.32408609,85.36221955,-136.3666463,-139.5209294,1.588618974,-20.73784311,165.5339808,4.689379591,-69.83322944,71.74427627,-72.11067799,-33.1367052,-30.867196,-158.0228492,1.590533041,-47.82031955,0.716853611,-2.239304028,-31.23922619,16.60195682,30.65284922,-26.00066167,15.97298525,-20.13421694,-10.06481566,-10.7449323,-28.36645381,5.376005782,-8.352389907,-21.98472688,-7.658674977,5.018553312,13.16354412,0.180894973,0.79565921,3.133982609,18.73654583,-1.036120323,3.399178657,6.073622334,-4.314898586,-3.058743904,1.841244646,3.040727255,10.70851952,-2.529169179,3.984382542,3.924691805,0.570049478,-5.956009551,-3.149246488,-7.057895418,0.431260409,-3.429906361,0.524726332,0.956584425,-1.747019124,-2.762566856,2.61234292,1.142285991,1.646685871,1.816784456,3.354018987,-1.174424599,-0.162486319,-0.11696628,-0.352638217,-1.606997952,1
FMOF-1_no_solvent,-30134.22808,-1902.635884,-1808.341627,-1097.257692,957.611031,-2717.256791,2508.191528,880.3395711,2285.241995,-314.8381073,-608.2187154,-1303.429061,-112.199896,-1924.115036,2059.089761,-161.8153841,-56.67002876,53.61723731,-416.2344756,354.6655808,329.5869482,-229.8444068,89.19350942,71.45214321,-38.00566103,106.9282825,-93.43486271,-8.039686227,-6.688820423,-79.63315146,-27.24645946,19.49353102,14.05978904,28.40401692,-0.264908092,-47.97855327,-20.08782227,-35.90141803,-57.70028123,23.37699895,16.60109148,12.43545923,23.3722648,-28.68492333,30.94433352,13.90765823,-14.26725584,-1.653782993,-28.62589684,5.107741333,2.713969843,-0.06463147,10.69893833,2.092736831,1.044021443,7.532584205,-9.243094717,-7.786453427,0.909361841,5.211931197,-6.12990994,1.584166368,-4.474824768,1.901053204,4.76523413,4.959690696,-2.321466356,-0.041973592,1.994143746,-0.895125812,-3.202129341,1.906113809,2.803917499,-0.809790743,3.8237948,3.358329175,-4.327905588,1.53106198,-0.847156652,-2.225220631,1
FUJCOC01_no_solvent.cif,-39230.46091,-2629.925947,-9225.495539,-803.2606175,675.3226017,-668.8647809,1772.173345,148.9325985,-766.9319427,-777.3259753,652.1150986,1130.664033,-473.6606524,-599.6717042,-747.1332356,44.85152899,-85.59826687,81.54398164,-690.1103656,-120.7431435,-61.36169331,234.3130169,-96.2456775,5.687462866,10.1398454,3.399656372,6.633124812,-35.44032002,1.081123131,12.40083737,2.925389534,-50.66037766,10.69154829,-19.89300269,33.69551398,36.82993782,-52.4814719,15.39163752,-6.579092002,1.118996651,42.73427987,9.087683812,0.477739882,20.42533682,-15.79524828,3.022415481,-11.17541331,-1.862732914,9.984441707,-2.949422201,-9.363376708,5.803603978,-2.628243354,-6.323945749,-8.046426331,7.46710892,3.039688064,-1.811441171,11.76066528,8.692360582,-1.825911539,-2.761390049,2.673438696,-1.571510352,-4.273543995,2.715648425,-3.330315039,1.544666472,-3.325406459,4.150889601,0.916143948,3.765042285,2.469758728,2.259908188,0.074929645,-1.085120449,0.899340702,2.629776958,0.980827025,1.084238562,0
GeFSIX-3-Ni_no_solvent,-32347.64772,-4115.863701,-8135.016286,-1010.488474,75.74873278,211.1067688,-968.03682,-597.8224273,-883.2235834,-699.040712,-58.10107284,297.8133821,34.35370576,281.8231043,-649.123522,64.7981978,-249.5093661,-186.8847666,184.3449239,-56.03387638,2.123336976,-28.71789494,1.178751724,41.62034745,25.24407439,-97.64414231,73.63706867,-0.991437277,29.29758023,-0.618089806,-0.756264514,10.3584629,12.30039906,-29.96630992,39.71224555,-8.020521989,-5.786345715,37.90269148,-19.89423092,-20.96806307,17.09949823,-18.08459254,-23.7230618,-10.34648921,-0.575802387,8.579141362,-0.75403517,-12.51555398,1.843314649,-13.98400209,-10.45704763,-6.026098264,4.608783083,6.806569347,-9.425655603,3.732705859,-2.145206268,0.671474858,2.680260349,1.853103966,2.341151134,5.344168995,3.438455507,2.141648723,4.038560068,-1.026426091,-2.235557518,-1.06207484,-3.935347795,2.305664683,1.709176034,2.312825328,8.659591555,2.764652712,0.73666797,4.765454754,-2.714725661,-1.90096508,0.649681612,0.615666455,1
GUVCIJ_no_solvent.cif,-36842.38403,-3275.355138,-9488.663505,-884.2630056,1524.035232,-1070.409216,2242.765102,235.4954064,-1368.779236,-783.0059419,581.5793204,846.4010951,-483.0421233,-403.8992221,-560.4401888,103.4522918,-267.3802435,36.47225499,-705.7008243,-129.900905,-79.99175852,253.3900364,-49.34349733,23.14066446,-36.48025655,-62.75555903,-11.03020946,-40.11273012,-16.100597,-45.83625653,2.624654357,66.75145745,-43.52590203,7.558115206,-56.79626844,-20.75440541,25.40899103,-7.229408257,-36.62874431,9.729018806,-26.25450337,-22.7685456,39.29584493,4.392229921,3.56680533,-23.76616691,6.613150083,12.07836866,7.245513195,10.71898315,7.547343837,10.36326211,2.522585414,-13.69983287,-2.583706731,11.71739251,6.333337328,-2.740279297,6.750676105,5.763221372,1.690292617,-0.998332655,-5.428020988,5.107910034,1.410776838,6.778384226,-2.648474123,4.046155909,-3.836050685,2.990306858,-3.590702097,-4.90648698,0.108020882,-1.772879987,-2.727693355,-2.948843835,0.766538697,0.547024269,0.246769933,-0.974414833,0
GUVCOP_no_solvent.cif,-32515.47463,-3739.113355,-8621.94738,-942.1682705,2415.658433,-946.9015868,2435.945334,226.2158571,-1765.824556,-668.6040918,262.4440331,275.0506425,-291.2777747,213.0621887,-472.1849367,162.7136085,-277.7922079,-118.9086143,-472.7399725,-107.3454898,-69.57019691,189.2764541,-40.36166233,25.32722066,-24.40081579,-29.812974,-9.864962941,-29.55020288,-5.415155332,-44.61669753,-0.379807824,54.19614096,-29.40271097,10.702425,-31.33576239,-12.16620223,7.339136702,-2.336209115,-29.6184634,2.892738497,-26.58232934,-23.44274544,27.68002161,0.170861102,0.745971897,-14.31143849,4.533559891,13.26769681,10.06635531,6.051960478,6.886978286,7.630123658,1.34558308,-7.235640962,-0.418111991,5.100717861,4.221395614,-3.161757051,2.985471012,0.635292183,2.475536985,-1.196593204,-2.142993148,2.15846772,-1.020645447,5.468309972,-2.460324651,4.158905815,-3.382682997,2.753640112,-1.38427636,-3.533894582,0.209011455,-1.462638853,-2.77683831,-2.881208436,-0.074015852,-0.024002631,0.209949145,-1.87774528,0
GUWDUY_no_solvent.cif,11867.23085,-7447.916493,-2542.600772,-1101.281837,-74.56899596,-3431.700435,3367.914014,726.7421045,2794.019735,-893.5119375,987.8243282,234.5142467,227.1617965,-125.8099532,179.0569247,-494.020714,-162.2406173,308.1142177,770.1766181,-19.82308604,180.280776,28.70572023,56.80607681,87.97177389,-30.83701832,-246.767132,9.623330445,-5.4148711,65.79027449,70.50454936,10.93191013,-86.97100777,65.18507028,-116.6452369,-49.90675191,37.09719453,15.42772687,-42.87352437,-110.0517593,1.226748827,-56.66664412,4.206922332,24.7961963,-2.368918976,-13.86254174,-22.24502468,28.21033065,0.153653531,-8.750341492,-54.61711172,-46.04096529,-23.61004673,9.276416809,-10.84429477,13.24492312,26.6121699,-17.0385025,-10.44650383,-2.002202143,-1.847325056,-0.94171701,0.388297581,23.2480489,-4.57550898,3.152939432,-6.625691725,-1.518581215,7.74899443,2.823992529,1.93329283,-1.564482326,-1.271718634,5.249003845,-4.977074282,-1.564299535,1.260712958,2.421298313,-0.96693841,0.484252282,-0.661118193,0
GXY-L8-Co_no_solvent,14722.35143,1932.953259,11829.67548,322.4259163,-3118.974356,-994.2075099,-1430.406578,784.7419045,799.9396693,1303.663327,-179.4087673,233.0912133,293.7777984,326.5629586,43.80288996,132.2298714,433.3793961,113.126441,-122.6916413,13.82450289,100.5277111,-58.52599687,-17.76734668,-151.1369714,-35.5129176,-45.96472242,69.78889414,-7.561599864,-12.36995119,14.78638579,-13.02357155,-21.1117677,15.98072896,58.50394221,12.18019523,-13.34677295,5.116600624,12.26476711,-1.163745584,13.44755775,-11.30614541,-24.52816563,6.874145299,9.766987984,10.1792492,0.930394209,1.108844634,19.16722362,9.673006981,1.381751271,1.575110276,-17.87964767,4.305345998,-5.182558502,0.8229786,-3.006135687,5.721727613,-8.524498936,2.432650826,1.771860866,4.409665511,2.439750867,-2.454334039,-0.935368483,-5.613272995,4.612059657,2.180104921,1.895660123,0.963812962,-0.838288798,3.244986233,-1.494317094,4.471896994,-0.791263763,1.902530365,-1.396603409,-2.287299772,0.124721586,-0.602655802,2.390021474,1
HACDOH_no_solvent.cif,-31461.72335,548.067307,-5548.20543,206.2124182,-1727.829177,250.579287,-530.1483177,-162.3664946,-359.1463473,9.654908764,-153.8005638,-62.84122267,306.3979121,-86.18024323,97.37745552,-38.52975971,270.2067225,210.3350671,28.75805468,11.66152995,83.99024904,-36.29988597,-8.261630293,-92.3271454,4.598334443,9.917881552,10.99666197,20.73508386,74.07014955,47.73857087,-26.93415552,-1.612368829,-14.82406665,49.80098882,-9.720420611,-3.607186983,-6.050400441,21.53287531,10.56546793,5.270696877,-9.143799221,7.244465868,5.537538507,-2.477115631,-2.691914481,6.597744012,3.224386494,7.362052386,5.483893556,-1.7747953,-5.082472591,-7.787774237,-1.088332727,2.535199623,-0.049992832,2.812819776,-10.56170047,1.770514438,4.821963839,1.627299227,0.731673344,0.679438781,1.749707977,5.994419799,0.725985696,-4.285984086,-2.39169491,-3.59048373,-3.110331761,1.883693633,0.774197051,0.07501156,-2.847163194,-0.12529779,1.604223239,-2.886005115,-0.107685593,1.262710337,-2.947428847,0.004291226,0
HACDUN_no_solvent.cif,-30560.94891,1312.019715,-5577.82536,564.6401243,-1886.017185,151.5403262,-170.0239395,140.623422,-274.1490177,-12.46664511,-208.6976367,-74.8881984,209.6384235,-140.778415,107.4237923,5.218293103,256.7870461,249.4637002,25.24404139,-24.10214441,103.0152208,-47.51674051,-25.81947052,-56.81481823,20.06822176,-4.073633624,23.44385926,4.164992781,60.11449286,73.53299697,-33.74571836,6.464434743,-5.099520811,55.92058138,-11.4161454,-4.517694343,-14.15708659,15.6321522,6.940895469,4.176077164,-10.5476764,22.52729501,6.184026334,-0.850394122,-8.653435435,-2.624067625,-9.563500788,-3.520152565,8.788672288,-12.31412653,2.570003531,-7.054827174,-6.53435208,5.452531661,0.95071071,2.22504847,-8.576049182,-4.595038892,0.435096077,2.057419724,-0.780037327,0.130639888,2.62637452,6.525503848,-1.707140629,-3.495480708,-2.415370362,-3.529027997,-1.834633026,0.987765697,1.077472636,0.137386591,-2.271734417,-0.335844889,1.96994556,-3.346348341,2.102497909,-0.155210249,-2.155066581,-0.461717098,0
HACRAH_no_solvent.cif,-33390.65012,-293.0106538,-5648.810176,-225.8509932,-859.1647172,-245.2486765,-960.3090687,-105.5080806,-217.3919414,-129.3594301,-132.5012338,-38.13101888,-71.0294803,-7.891765973,94.8922319,-14.93732171,354.5246223,92.65478836,38.16536895,-48.64572185,-0.745547552,-29.57817708,-22.78831971,-73.25196688,-59.62247154,-34.6399154,23.59851236,-29.35623719,15.7442024,50.6799208,45.30997774,-10.92900854,-42.1195632,61.19018793,15.37930672,16.37969669,-14.91418739,2.544599925,-10.80264724,-0.768488045,-7.504043225,-14.66679587,6.361954856,-12.81947193,7.651701116,14.40066903,29.75419326,11.04134918,-0.326981419,-1.386938768,-2.407342664,3.588546816,14.76060227,-1.391067743,2.936542298,-0.823173718,-4.208482304,15.6659537,3.953468259,8.603072501,13.21587648,0.85792276,-0.74139367,-7.739064842,1.425975813,2.648792357,3.408179819,-3.619360072,-0.317431311,-7.266962344,0.760964472,0.906858839,-0.575009687,0.526775573,-2.199850631,-0.214904805,0.595595875,4.149073146,-3.198830878,1.990658896,0
HACREL_no_solvent.cif,-32490.29873,515.2655386,-5710.218458,191.0040137,-852.1210019,-486.1246046,-667.7124764,9.779851638,-159.9459061,-137.9026693,-158.0326444,39.63802574,-91.66288634,-12.60443657,207.759562,62.10106275,226.8230891,181.1481758,19.30604593,6.765477826,-13.94933601,8.263177131,3.477870582,-11.68415202,-39.19419285,-36.65653927,26.5509791,-23.45162723,32.9361061,35.2117364,14.46261093,-5.150318682,-7.705700431,22.93746462,16.09088771,2.728400438,-19.42133769,4.549734019,-5.401148396,3.314022981,-3.401655223,8.127621502,5.131890521,8.100642436,-14.01783913,12.4884292,15.17130858,-3.129717856,-2.203695398,0.149311613,2.007957367,3.366085426,4.702358557,6.783524573,-1.835547368,1.35912172,-4.511514064,1.57587608,3.574557472,1.677418563,6.301070972,-1.360335776,2.654182265,3.869838304,-2.001814318,-2.552594521,0.709298957,-1.579129511,1.404993155,2.432964611,0.900147346,-0.60710493,-3.370528749,2.333754357,1.657116929,1.298956994,-0.356184021,1.679218037,-1.938123006,-0.003665852,0
HKUST-1_no_solvent,-43463.37166,-650.2563732,-7109.420723,-698.59175,-160.9400572,68.1992156,-1571.096187,-381.6238756,-1051.574684,-337.7246945,-324.0291133,336.720721,-606.3888077,35.17600995,-360.8969789,43.7889487,-230.5341487,-51.02523615,-244.8106273,108.979237,-33.62041499,-2.560192189,-44.59989847,-16.06034788,15.58438148,25.23517527,-19.84688582,-44.68572431,53.05141227,42.40334279,8.9185595,-12.14405181,-16.37913963,0.877158855,-3.301579471,-17.2501934,-3.947042535,-9.10994651,13.07395952,-10.79148836,5.4731935,-5.110628185,4.616752554,0.021464854,-2.020990781,-32.46146439,2.731383426,-0.583549061,-5.094096046,5.003555264,-2.730627595,-2.361921806,0.360138221,-0.913423236,-4.492869859,4.225177446,3.657955699,6.456750672,-2.793896259,-0.810769919,-1.398350541,-8.144564642,5.881254192,0.883209731,-4.331264671,0.347600741,1.544076873,0.396604116,-1.661277691,-2.648578444,1.279628211,3.785207143,-0.213675016,-7.407988072,-0.604953826,1.876541741,0.337534826,1.809406324,-0.571371271,-2.920660525,0
HOWROC_no_solvent.cif,230229.1234,-27520.07003,58119.25676,-5247.936277,5692.617719,-5074.540605,3863.279431,966.4083139,-11598.12118,1193.168347,-2262.905456,-794.6224654,-1631.337628,-1574.058874,702.5256096,703.2246034,-110.4429899,-40.15393735,713.7633116,-40.57116893,-489.5788172,14.1397389,-240.4425166,-130.8379424,123.2551049,35.37652997,-252.7925499,-196.7721103,16.3447197,8.822375802,-48.63218842,92.34428939,0.676924861,-28.40150285,-55.95279651,33.36066211,-53.22268732,-2.360384466,10.84977438,23.03092488,21.14040522,11.13837761,1.123534119,19.66945056,2.750116635,-6.014345007,-8.977090288,0.353954832,19.06084477,-8.769676369,2.166108186,-5.26617364,4.266755676,-6.196358176,4.978602459,7.879502565,-0.978556575,1.211912126,5.333797715,0.094983365,3.039048388,-3.919736227,2.082235286,-0.93962958,1.637160678,-1.883669375,-2.346004313,-3.257722622,0.316447037,-3.793724489,-5.151426903,-3.047065713,2.417999862,0.872556015,0.454780568,0.05302665,-0.278512658,-0.828277984,-0.532296683,1.81738546,0
HUKZIW02_no_solvent.cif,-30114.52502,-4673.634336,-3000.756142,-1345.294196,-1268.572731,1680.632202,-1713.666044,-926.9098129,-928.2767928,-648.2314403,320.3927765,-114.692038,455.2687472,111.6787768,-58.99019287,5.130745402,-180.1509028,-40.68773538,138.0589062,13.98994281,-87.20411819,-45.97242146,-6.817811219,1.373729784,36.92716753,59.83282138,102.7994005,66.43698209,16.54759351,9.235189287,40.90403582,0.734849388,2.993291167,-14.41323194,-47.13484095,4.068710466,18.72162324,12.91643655,26.03937402,24.28827111,-1.972033396,-6.75574763,5.246990424,0.348388386,-12.28848184,-9.135363718,-10.31833537,-3.669325714,-18.35654822,7.782927666,-5.563942906,-2.483158941,4.575560301,-1.226595367,9.524992255,0.713513092,11.90118653,4.868758828,-1.283752683,-0.36149534,-5.628885512,9.069923765,7.210841481,1.139743804,4.384680122,3.64046364,0.717257204,-0.491195043,1.217140627,-3.06176987,2.319140507,-0.62383164,-1.234051481,2.610511214,-2.775152939,-2.120341187,1.507960118,0.319761717,1.820892557,-1.041374594,0
