filename,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,label_y
M0F-841_no_solvent,83450.65969,-8447.460763,34814.87053,-1798.026515,-2032.604659,-2339.56862,-1040.908553,789.4421566,2879.678225,-34.06504884,-445.7603823,285.1296975,-316.4568793,431.9106309,-62.03523725,25.97078195,-70.03193738,239.7086251,-127.3864366,121.7324866,138.3467192,16.66731339,-123.0596518,6.566008978,80.45322468,-116.3668772,11.90254765,22.82512222,-89.09298741,-63.80775578,38.70058421,-7.357238312,46.07777941,25.53973699,46.97257689,54.01117293,37.29955968,15.41839059,-14.68470439,40.65269896,7.789694443,33.23983139,1.637244243,17.32799494,17.18030778,-11.15721734,9.285976921,-1.079339568,10.97262725,17.98027021,16.38057631,11.86117072,8.697201335,7.504521438,-3.325876402,-5.459525538,-2.706161172,10.40693092,-11.39926161,-0.655874991,-5.960696446,2.519230874,-1.961092596,1.656192431,-0.522317956,-5.035041652,-2.421056856,-0.409955198,3.820318806,0.275999328,-0.021007238,-1.958552397,4.743061415,-1.430663523,1.3614448,1.733349022,2.126876561,0.848154659,-1.767252157,-1.571951451,1
MAF-2_no_solvent,-37874.44639,-2690.296454,-6456.854417,-660.4403087,740.5880925,-43.63171612,-601.1331583,-225.2538258,-139.7983064,-502.7317953,-357.3291659,-429.0532644,-190.5741134,-304.0872574,490.3638753,54.1124848,-221.9472851,62.24077604,-145.9654715,-58.4681858,110.8235075,11.05987915,71.77794265,23.23751303,-15.11057293,100.1313822,-77.00683656,-21.34611933,-11.22731391,5.257492774,19.61306235,1.660155071,-2.486443941,-6.875133679,-1.492595701,22.67997139,19.73066959,22.36307823,20.86254063,-2.255080937,-5.498939618,-22.24739127,-2.287442852,-4.42221194,-23.33593509,0.354384563,-6.797338301,-6.058302123,-3.311177044,7.56024154,6.104848686,-0.788921427,-1.314333028,3.256232191,-0.954803543,2.699664796,0.657115652,-2.915152782,-1.862349786,2.758029739,1.896160065,2.327919314,1.608525048,-2.300854692,-2.127892945,1.56080784,0.27932468,-2.049465758,0.217061303,1.0052071,0.151254962,-0.543606988,0.111219907,-2.963803566,-0.354084203,1.332727507,-2.633008526,-0.985535241,-1.049560244,-0.554683511,1
MAF-23_no_solvent,12499.09283,-7103.160083,5412.135643,-1717.542293,-2375.863035,-1551.329077,872.4970239,170.7058407,-3661.256451,431.1135689,-84.73686881,-922.2159128,467.6816367,-119.9459477,307.0181349,-108.5448881,279.0541436,12.34956771,44.22093125,-194.8265376,344.142375,219.226461,13.64632178,43.88996027,-106.4677184,16.8961546,118.0183811,120.1288713,-80.79422706,-82.37858077,-35.15363772,0.817228959,-10.18422339,26.49259393,34.23870078,69.69442374,5.411677172,2.981274526,1.685909735,-21.06041674,-19.13767375,1.411886975,11.61515421,-11.5515931,-29.36922148,4.129093892,-7.188220469,9.717188541,-19.5299935,-7.165225408,3.754267902,3.123285389,-6.23180222,-11.61891827,6.011931567,-1.75324859,15.87321646,5.569678101,-3.273363115,-2.243065044,-1.853346778,0.913142783,1.256794522,-0.514259694,9.486405313,-1.720101252,0.786832793,-6.671779992,2.483040364,3.485734739,-1.16219222,3.850163064,-0.966676229,-1.174812706,-0.232013203,-0.922085731,2.115565355,-1.859559302,-2.062228698,-1.780748877,1
MAF-stu-1_no_solvent,-33121.61944,-2047.348907,-5859.722559,-700.7785834,438.7535511,386.647818,-640.5182969,-316.7450573,-515.3521001,-156.7138415,-53.44016772,-207.028719,-154.123384,-18.83816781,-66.79043317,-99.12161308,268.4247554,-101.7742989,-115.6649544,-177.5914697,34.65681365,87.17698489,-17.64802475,-22.87584625,-80.39864901,4.984229001,-57.6983069,-42.29836863,5.574520386,-48.86340201,-47.7224149,5.113470912,41.56882286,7.53905139,-6.367599714,-0.862008267,-0.513902001,-10.17118855,8.360331888,-16.35775335,22.55375998,-7.646112981,7.396143243,-6.846590033,2.711600033,7.056253975,10.28037441,-2.730026272,-11.73555977,-9.788794613,-5.8367632,-0.757880555,-2.52676596,-11.46023646,5.635446963,-6.988583325,2.68651788,9.124161812,-3.87192068,-5.671449768,2.945813721,2.390619696,-1.853292438,-3.064154907,1.27316623,1.346144538,-2.769911169,-0.461544615,-1.151112965,-2.246241638,0.727815132,2.214362077,2.840638151,-0.68623574,-1.720255086,0.001545073,0.205085722,-4.994321892,-0.757581046,3.224601287,1
MAF-X25_no_solvent,-20450.41582,-3785.514801,-4978.239112,-945.4378418,1323.885231,1184.579454,-1500.887765,-767.5672045,-865.2138778,-234.5915436,-145.8885061,59.48438422,-160.998357,207.339226,-368.9363465,-132.5713114,-266.2424981,-188.7023596,96.00969808,-71.86016974,76.86223017,9.076368367,44.43000004,91.30932963,-23.77794647,86.95349449,-23.21284737,6.407589255,-15.9106396,-27.35411677,5.336377407,-10.97413261,-0.994845479,6.907560813,-33.10919136,3.601388489,-9.387122088,-7.335456581,8.7882199,-18.12659505,9.518020833,-6.024580078,-24.98698603,-24.60687381,-16.01411663,-11.33176068,1.338867011,-3.033539038,-5.522570165,4.996737616,-8.423257611,4.666188534,-8.17180744,7.558002648,1.605803357,0.75636399,-5.932978387,-2.509670252,0.9307807,-2.254584063,1.962140006,-0.860862433,-4.951893733,0.002542363,1.678595888,-1.731228668,1.506566961,0.309551962,2.199472201,0.508067402,1.156226288,-0.336076424,-1.23493502,-0.865108826,1.240224116,-1.49241258,0.943654865,-0.246929262,-0.508446344,1.753637934,0
MAF-X25ox_no_solvent,-14979.89171,-4357.684764,-2569.489377,-1093.585642,566.366425,1456.482536,-1447.170024,-789.3311567,-558.1049818,-236.1155425,307.9153382,41.71644344,-8.095410574,124.0799949,-151.2140636,-227.8105011,-240.2489861,-111.0804399,161.1539725,-43.68245284,23.59683145,-45.01675795,66.22379161,88.00479811,-25.78384957,96.68428115,-25.47465356,12.24798994,-34.74167816,-28.06885904,0.443387338,-8.254777305,-9.644539436,7.99832424,-38.75401546,-5.776009519,0.693823968,-12.27204363,9.368501417,4.940408482,9.786999811,-10.75226834,-26.20676235,-24.23723441,-14.17227552,-13.08344559,2.192539538,-5.399950985,-4.241356666,5.892450839,-7.150112214,5.845274624,-7.655373489,6.280970081,1.620548557,0.930835611,-6.022525205,-3.257301276,1.814340174,-0.126152512,1.240341129,-0.497383891,-6.018746706,-1.219671128,2.583947546,-2.592803169,0.6227856,0.400471382,6.070435123,2.009837181,1.363881598,1.224832948,-0.784477749,-0.442272025,1.171837828,-2.405402691,1.444505405,0.504408017,-0.22057679,1.816070005,1
MAF-X27_no_solvent,-18981.7857,-3946.076936,-5126.501358,-945.2400913,1572.892878,1121.796123,-1320.073366,-744.7020232,-824.1446081,-241.6897524,-98.09089863,53.19948996,-112.017829,267.5381886,-397.3269931,-123.5144299,-270.7133552,-200.6825988,84.65379131,-76.51057493,91.8407285,18.8696732,48.21839683,97.22261754,-26.83746133,83.14814591,-17.36246537,9.37135486,-19.53617223,-34.25693276,5.225845231,-9.394931647,-5.767122441,14.97379757,-24.65505624,-6.453530008,-8.271822458,0.700535676,12.68473036,-19.96968214,9.029462277,-12.34226275,-25.34928826,-21.41394126,-16.22339436,-8.404109862,0.097746052,1.946934539,-0.674426874,5.32563591,-10.23472705,2.447780013,-8.033715695,7.131071932,1.280366032,2.169131412,-7.496023831,-1.98077839,2.437515251,1.123233559,-0.696742455,-1.282976918,-4.95241152,-0.682393658,1.595739067,-2.372366443,2.254745573,-1.030435743,1.453425148,0.329761521,0.171204965,-1.621621018,-0.7394041,0.190702098,0.162485614,-0.996023896,0.300644911,-0.750656228,-0.237569639,0.651816768,0
MAF-X27-Cl_no_solvent,-18981.7857,-3946.076936,-5126.501358,-945.2400913,1572.892878,1121.796123,-1320.073366,-744.7020232,-824.1446081,-241.6897524,-98.09089865,53.19948995,-112.017829,267.5381886,-397.3269931,-123.5144299,-270.7133552,-200.6825988,84.65379125,-76.51057491,91.8407285,18.86967314,48.21839687,97.22261757,-26.83746134,83.1481459,-17.36246532,9.371354874,-19.53617229,-34.25693289,5.225845367,-9.394931676,-5.767122444,14.97379762,-24.65505628,-6.453530058,-8.271822286,0.700535709,12.68473028,-19.9696821,9.029461938,-12.34226287,-25.34928914,-21.41394148,-16.22339471,-8.404109839,0.097746166,1.946934347,-0.674426683,5.325633899,-10.2347278,2.447780476,-8.033714556,7.131070848,1.280366371,2.169130668,-7.496025365,-1.980778358,2.437514759,1.123234164,-0.696743221,-1.28297623,-4.952413156,-0.682392769,1.595737755,-2.372361528,2.254746238,-1.030435674,1.453427529,0.329762219,0.171204825,-1.621623626,-0.73940312,0.190704511,0.162481598,-0.996024281,0.300648004,-0.750651965,-0.237578046,0.651814646,1
MAF-X27ox_no_solvent,-12622.73402,-4614.36723,-2477.282397,-1122.203026,78.29823733,2104.721744,-766.8181682,-839.0963927,-381.3068117,-239.9454264,378.4358915,11.80173035,73.20496535,64.27296514,-164.3664422,31.6880839,-232.083366,-223.0633543,289.2429901,-78.78259377,-14.34783301,54.08375964,-23.7299793,50.42804277,3.341522672,120.8562654,7.25883329,2.804612677,-40.85465228,-28.1288933,-4.189134463,-39.81687391,-8.945968939,-12.70040669,-2.057845663,-12.39326235,-50.76388017,-7.346441533,11.56950151,-4.375344175,20.45790767,-30.71057255,-33.20031658,-15.66847296,-17.86602901,-10.03163565,-4.422153914,2.209883202,5.783597581,3.276037927,-8.625440954,10.70703312,-6.097574007,-3.717503593,-2.29328517,6.512996319,-2.379210809,-2.650754802,7.430285676,7.704362458,-0.401080665,-0.397596509,-6.873107562,-2.283583929,-1.401808645,0.08613695,-0.58357621,-0.309537273,3.61528248,4.815873202,-0.657784624,2.155909546,-1.097591103,-4.705661199,1.178209515,-1.072947026,1.967626743,2.338727178,-0.892656485,0.652771101,1
Mg2(dobpdc)(3-4-3)_no_solvent,-22618.69926,-1360.430924,-3698.053518,953.7628781,900.4852057,364.7208776,-498.0951509,-140.809378,-148.5438782,-58.27745245,190.5448929,-184.35665,198.5452626,578.6803262,-28.03541105,-4.451299995,144.1703222,98.23749019,-81.64612115,-86.93544206,-58.35616155,-31.94782191,131.8719274,-159.9859977,8.877312206,-20.1544735,26.90021814,22.53664344,49.13524119,-20.52870267,-7.182895962,28.15978258,-14.97025653,19.10196065,-14.31215689,42.95884711,-6.683608968,45.63471212,-9.644572725,-4.885989142,-0.188096395,-31.00043289,2.819296923,-8.474138278,11.16605831,4.22967136,15.95509234,5.988262807,-3.863475354,-15.61851914,15.35826693,-10.01461944,-12.16224574,11.67563038,-3.989224616,4.35960974,3.449742893,-10.39263583,10.4600962,-1.211248472,5.640604757,-0.465509246,4.777843639,7.798816971,-5.088203982,5.258204746,6.182349328,-1.885739805,4.708665871,-2.959346476,-1.300168527,-2.398226779,0.826053613,2.200159922,-4.127565545,0.350971698,4.001821108,0.883610224,-0.426943941,-1.235268964,1
MIL-110 (Al)_no_solvent,-35446.30387,-3929.430715,-6498.731149,-1205.084481,-5.891171506,891.8915065,-1461.976865,-735.1317888,-244.6686105,-949.7656654,-609.7707959,-361.0619332,154.2809945,-35.08837284,81.27590792,-170.8294626,-241.1081859,70.7570485,197.9182136,103.2204975,-85.81362712,-41.480728,-172.5409898,-55.55877713,95.95307924,94.90814295,247.5506578,80.9683868,-59.77754654,-39.97896912,23.34995199,-5.62768647,-6.073450299,-28.21733484,-71.24795246,8.825470216,-21.82899117,-5.717414333,-33.24606403,26.209952,-25.95977939,-26.5366895,-21.06485481,-2.599220659,0.395060072,14.15497302,-12.07067491,9.706027336,13.57793958,4.175975864,-4.366312267,0.854165467,-1.295777119,-6.759268749,0.537289391,3.076052375,-3.486605307,0.986911747,-5.543311948,-4.9988015,2.415618126,2.022704297,-6.897182979,4.994553375,-6.093247312,4.358734964,-0.902390643,0.814910322,-4.603358655,-2.048588502,-1.963916615,-1.648572502,-0.792533843,-0.87156373,2.754257604,2.060430866,0.326986247,-0.807512241,1.968862033,0.78538595,0
MIL-140 A_no_solvent,12439.23967,-7553.59367,3919.853355,-1750.079171,2455.07483,-703.1294206,377.3383914,-77.15963775,1102.905929,-766.9275167,-315.7225236,-313.6503665,390.7619887,405.8887216,-200.6097279,18.27740435,-300.8187607,-251.2224047,-22.11667472,45.58014605,13.67863027,22.12006385,9.002132799,33.27174976,-5.230494626,11.77207626,14.8311133,3.457322904,6.776014421,-3.194820719,-17.54838164,-16.8130508,-25.64415338,5.54551113,16.4561836,35.66476357,-22.75197673,-16.39028634,9.427579731,-11.95292618,-1.173053389,4.313582344,-9.935307102,-12.99464729,-2.658388191,2.692039112,-1.272540788,6.198321551,8.845844907,-3.216626859,-1.283905722,-0.504799132,-1.785438918,3.698864879,-0.668061768,-3.150484892,-2.855302864,-0.706243231,-3.802634714,-1.111305967,-1.108862748,-0.863828721,0.319750712,1.807470178,0.994508814,0.905233466,-0.860727812,0.809686827,0.198450832,-0.138185542,1.827039937,-1.131301744,-1.024741456,1.64639936,-0.155453516,-1.832583005,-1.800724357,-1.20539945,0.924556953,-0.035521453,1
MIL-47(V)_no_solvent,-35132.66209,-2300.020609,-7425.836187,-790.6474696,65.70429786,530.2615263,-1533.244975,-611.6711391,-632.1671229,-459.2306459,-192.9780846,127.6386942,5.499060383,73.76129078,-252.1208231,59.80384486,-226.4251587,-101.6376326,159.8848667,50.36042707,6.078874918,-23.03958715,10.63650265,26.21938112,12.97156214,24.10397992,15.64693388,-2.60277112,29.27418485,10.3056332,-13.23412622,-5.918518447,-31.16948729,-0.605739903,20.71912569,-14.3543639,-3.339861322,-8.250417578,17.12410705,-5.287037885,1.439861455,0.76013897,-11.89060752,-2.310475609,1.312381342,-15.2561803,0.491502246,-0.38845174,0.624042488,0.742531457,-5.882406615,-2.903375207,-1.778935594,3.052866095,-3.41832103,0.252120111,-3.233487091,1.284859383,-0.583310889,3.681959844,-1.593114306,-0.419339406,-1.338656668,1.078913324,1.165894381,1.824020168,-2.63365277,1.299046247,1.629424486,0.167985708,-0.383320455,0.015993886,0.414765849,-0.333922218,-1.482808207,-0.174667008,1.062551348,0.629084402,0.639115394,-0.190696982,0
MIL-96(Al)_no_solvent,-16532.51195,-3503.881818,808.72194,-1272.067787,-1720.498673,973.6976871,-2157.492682,-658.1957623,-1268.994481,-190.4590957,105.4973337,53.62747414,793.502262,-307.7162313,-73.29785586,236.6575425,-174.5573259,-203.018712,163.425852,93.47479255,-30.28678429,-63.54554361,42.6195024,17.56509562,-5.435098751,-36.56922486,91.95149088,45.55304186,1.683780701,16.14860207,9.341392723,-9.382053191,-0.531425132,-1.622224098,-27.27762107,-19.9898813,43.13891714,9.124236219,-19.25075131,1.172863793,-12.17297905,-18.21676725,-7.362388913,-4.602327504,5.812898201,12.21401328,-3.658044312,3.547721823,5.562285948,-4.256173696,0.049729239,-1.719242893,3.618606906,-3.310207752,-8.628460211,4.366914965,6.024318206,-0.047502899,3.22086982,-4.893718725,8.172860786,-2.799701173,-3.035960298,-1.85138541,-6.058042645,2.290351294,-2.0865101,-1.067604697,-1.002190784,1.133781487,-1.877977655,0.793939558,0.03165067,-1.448068403,1.860382706,1.274606135,-0.576023429,0.018122884,-0.971146916,1.397231883,1
MIP-207_no_solvent,12064.62677,-7940.126119,6936.825602,-2144.641801,-3728.755577,-1197.57776,-1804.768633,-409.7427967,-1483.753879,-359.3583803,-154.0257357,-278.024217,1024.180561,-290.5582966,-187.8181132,162.6489649,-21.54575711,-278.637857,-68.31598242,-38.62414383,17.25181219,53.5855891,38.70096464,62.66735235,-48.91840095,-43.44518056,71.64010541,70.98040789,-11.01131809,-20.05491493,-3.933202403,-25.7248077,3.809480977,16.42966143,18.75975834,4.128547864,34.74446158,4.393030488,14.50018083,7.547375582,9.73343892,23.22595234,-2.139749644,2.728294846,-1.157354429,-6.214432032,1.637735563,-1.775436181,-2.366630153,-5.665559768,-5.399958059,2.719294457,1.849452496,-2.313442143,1.528619969,1.280906831,-3.506247727,-3.203812104,1.841467357,-0.41254201,0.1411008,-3.080472411,-1.881437732,0.403110893,0.251590904,-0.841203854,-0.176928428,1.13312886,0.857718069,2.578802554,-0.638399566,-0.133262771,0.278399349,-2.212161912,1.491379881,0.798612156,-1.384965345,0.716964492,-0.796956909,0.200700223,1
MIP-208_no_solvent,-16425.57513,10354.82122,-992.434672,652.5972643,-1308.815187,19.9639674,-1743.703347,1084.389413,37.01801806,2565.335396,-184.9630783,37.93148016,168.5899184,-187.2063148,-226.9894721,13.71873246,213.8987505,-315.8106663,-4.680913103,254.6900735,-65.6372054,1.458608123,108.6145178,-18.18048814,-89.30910213,-20.58203761,110.2688611,0.717566399,-8.167891003,100.6437041,-76.07609674,31.40514912,61.1972193,68.20338512,-11.04020281,-28.3225387,17.37379767,-53.30034712,8.431423643,-27.82547444,12.70100899,-17.42864258,7.44017154,13.51479332,-29.06421193,-4.624709989,7.332498357,2.353226025,7.066697667,-11.07125663,6.154618366,-0.466798025,10.76616132,-5.988603898,13.17464911,-3.786076994,10.75891184,-4.735911093,-0.581120372,-0.280241878,-8.02712018,-4.986333856,-2.478859355,2.648103322,2.349740886,2.889414264,-7.19058624,-3.470872598,0.593168228,-2.524106772,0.635852598,0.774403394,0.307961654,-1.015852434,1.329640616,-2.654289066,-0.4888746,-0.391143161,1.411931589,-0.366380351,1
MOF1_no_solvent,-39941.29428,3887.1276,-9764.203671,514.5234364,294.451838,-752.4542598,476.2951618,489.9635668,42.03784579,479.7609772,152.9166874,899.0682487,-556.4094561,-563.9152472,-75.74839419,87.66909898,107.0038839,104.9897944,-238.3313039,166.335931,77.48946011,-40.73522561,23.59985006,-32.13095459,-11.69565527,-25.02403927,29.03391843,-39.64406831,19.32587502,28.80354935,31.0544693,-33.63069036,-2.416222419,19.25633555,5.761725898,-9.375144033,-6.967495933,-19.64441921,0.086557622,11.33548697,-10.06511608,11.13069237,-6.082186957,7.130664807,-16.49637606,-3.939496149,4.571095336,-3.526632919,-6.261885561,6.125464242,0.926691942,-3.981443574,2.653830864,0.535697613,0.662465281,-1.238091238,-2.400635932,0.184511713,-0.139469487,4.096589348,-2.630100295,-3.526173055,0.953229206,-0.399013334,1.457931176,1.419347547,-0.990377841,0.383531899,-1.421265787,0.644440415,-0.798186497,-0.081875782,-1.240771801,1.159846148,1.204607458,1.757171415,0.138479085,0.892617092,-0.191720178,0.253884212,1
MOF-14_no_solvent,-35114.38564,2652.283976,-6711.223516,467.4430822,-995.7337483,-704.6826002,-1054.404373,185.3772467,-420.8424425,475.8066761,-316.9093144,296.407186,-274.8105893,-18.74435937,23.8771478,106.5896527,-202.3417111,52.43308385,40.02927063,91.6730519,37.82249284,-26.69184369,-3.682908955,-3.650196766,17.25181686,-15.95802346,10.63511372,-33.92597622,15.67274541,41.46954523,-9.167768619,-13.55663008,-20.201059,-14.9735548,19.07506639,-21.2817442,12.06697102,-8.923571298,20.06188705,-8.752953251,-6.136697176,2.547950684,-1.198576473,12.13485824,7.404325601,-8.189148089,1.38346289,2.271143635,-0.858987471,0.597089057,-0.762939338,-4.447411377,-2.258905999,4.032142196,-3.275648097,2.004651096,-3.481427965,1.640393502,0.942819531,2.705972665,-3.511215401,0.193502461,-0.241921922,0.956637445,1.021957295,0.702736359,-0.778182006,-0.599856624,0.777539738,-0.438820886,-0.417146721,0.716527495,0.667240712,0.500582597,0.044931712,0.440205233,0.541450372,0.55962326,-0.087945841,1.109239319,0
MOF-177_no_solvent,3190.665871,-741.4267635,5340.262811,24.95540102,5432.886671,2247.600816,-1380.438265,-180.469076,-527.3135858,684.8904837,49.75514171,141.0075792,-70.93740212,599.5366323,-174.4245074,-52.55826008,-303.7383451,96.1927892,-108.3506854,84.1076771,168.5951243,-29.18731315,14.93253751,52.31759281,8.523892425,-45.01729102,40.8087017,-7.836423925,-23.60112865,-2.003306547,13.44150865,-8.958587019,-9.730450137,12.86996649,8.100127619,6.199486429,4.765050027,-24.74366243,25.38610209,-6.591412012,-28.8772273,13.81867613,11.5688768,3.534898448,4.234509209,-2.287086272,4.4201031,12.56610143,8.955447831,12.4667558,2.960278244,-5.498785804,-2.34847424,7.056329962,12.9793835,1.162861788,-4.548230041,-10.66309001,-0.202871902,-5.191645854,2.892745462,3.515773467,-1.868195756,-5.107108299,-0.43113457,0.710086151,0.158204118,0.251956351,3.238751691,0.360681022,-2.049572295,-1.308547021,0.893924469,1.107937544,-3.104088545,-0.078329991,-2.680241977,0.208332071,0.49515136,-0.893686408,0
MOF-5_no_solvent,-17434.85136,-4163.867624,-1335.32608,-1117.343058,2108.268162,-185.6347365,-724.7869952,-260.9099628,-374.2007727,-529.394595,-353.322325,-223.8763365,-86.47706766,603.0133735,-252.8009873,-36.8827013,-260.2269212,-61.78598678,-99.11391137,63.18125247,90.2296857,11.07357124,-10.41935718,17.31453984,13.10874025,-11.19490154,18.41962487,-10.54615655,28.64289995,2.701761864,-8.108699174,-12.7798338,-24.05897961,2.79138714,20.61627881,26.30742463,1.235795941,-7.86805938,5.22341942,-3.359864983,-9.186539181,7.11339997,10.69372804,-3.903010303,2.080197331,2.742819488,-2.688463187,6.953688945,12.51300931,-0.297812919,1.69796159,-4.399641192,-3.004145435,5.239153212,1.831544641,-2.323688123,-3.541870102,-2.57183781,-1.019763523,-2.954168383,1.02150167,-2.320516174,1.970624976,-2.013184686,-0.215716049,1.227898996,-0.161496436,-0.327094889,0.174587892,0.44756595,0.342600664,-0.379950144,0.222843414,-0.623369275,-1.2482932,-1.020073792,-2.028207532,-0.511388283,-0.081474806,-0.624996084,0
MOF-505_no_solvent,-35343.37129,621.7124334,-6716.695913,-314.8792555,-977.7356639,-737.9426524,-1030.816997,-30.77491544,-436.0504717,47.71864615,-284.4895435,177.2863447,-278.1996839,-63.70552277,-36.51402527,41.25252778,-202.4275368,-15.76998408,50.96410469,158.1925448,33.38487326,2.1557459,-12.47564355,6.209298276,-9.004476409,-7.491304043,0.921128287,-29.35242484,24.06297073,32.97998116,-9.69953463,-16.9483839,-30.09102537,-2.384266078,19.8373013,-11.69988112,14.12009068,-12.91812933,18.02774946,-13.9732104,-1.818954597,-5.964455611,-1.235097673,2.547683039,4.077303715,-9.042518436,-2.02740713,6.300047097,4.449934232,1.08188259,0.372500529,-4.590467309,1.106643531,3.981540609,-1.549355318,0.051031591,-2.425946119,1.329591096,0.929164609,2.729297141,-4.640851003,-2.773320097,-0.023350582,1.419764686,1.592857283,0.661857459,-1.839412491,-0.78636928,-0.21627445,-1.149600953,-1.186046844,1.192434439,0.39725329,-0.109732851,0.434923119,0.623526004,0.228785549,0.836701179,-0.17947869,0.967645869,0
MOF-535_no_solvent,69618.46188,-14188.1263,26429.71417,-3088.472888,1086.188917,-1553.3807,-964.4254999,52.96279904,2765.683763,-1071.94067,-819.7879802,-328.9494392,201.2672839,-706.7574444,285.4833621,-83.35497674,-281.7911496,-180.9315355,-8.300924724,-65.39705824,-26.8426617,40.41233828,17.28888927,33.51158448,-22.91647194,-3.11045375,1.330612269,33.54273795,5.231613543,5.109737839,-11.64333995,-62.21515238,-25.57175087,-6.303821945,-28.18989018,-3.475050618,-27.06060253,-13.40927503,30.3819938,5.796314722,-8.254335662,-0.226029486,9.070224053,-32.43469471,-8.848930257,3.531712797,-2.513690695,6.701322844,-13.21180317,-11.73185563,-7.054700313,4.057501042,1.421785324,-8.429181658,1.104406947,0.162737729,-6.017975793,4.912233089,-2.980394084,0.90474638,-2.761862121,-10.44716035,3.146896752,2.76533895,-1.862073324,0.528694328,3.502868751,0.020105783,-2.177015008,0.574409074,-2.562261182,0.36992761,-2.601250764,0.941539149,-0.091107486,-0.917602204,-0.627848968,1.05404268,0.143154854,2.112480822,1
MOF-545_no_solvent,-1356.323229,5798.426753,3706.846366,1429.538826,1222.838023,-303.4515243,409.7013255,991.6292075,3331.690949,1378.6178,43.85559821,102.4301673,287.0163971,806.3583129,275.7240252,32.5083453,-288.8514082,13.46076586,102.8797458,146.6193367,4.762967939,-4.68841186,25.31154387,-8.760549278,27.72543614,77.35976796,-35.84433486,-61.11600781,-44.36569717,23.24304204,-9.747815626,-10.54891669,-7.151036002,-12.87015925,-13.286961,8.610616096,21.12726884,-34.40671479,6.306375954,20.57440813,-17.98060494,-1.777155709,-4.822579671,-11.81832904,-5.844837713,15.94318997,-6.718365089,2.16275725,-10.05753919,-4.861402546,7.489391377,-1.114989018,-2.550803344,-1.405500241,-8.702792523,-0.90641529,-1.759728086,5.621258878,-2.38228719,1.675285495,-2.012150702,-1.087107033,-0.628963023,1.967663273,2.468377819,-0.063135159,0.235069634,0.075561824,2.342639855,0.757492253,-1.246967246,1.143197484,0.322109542,0.558091851,-0.603553647,-0.725014352,2.439698299,0.577677638,0.446358325,0.704560135,1
MOF-801(SC)(ref33)_no_solvent,69556.81595,-14515.20298,26399.16157,-3135.366514,911.8739379,-1496.492532,-1284.343832,-20.39378529,2212.958678,-1103.388245,-795.1871583,36.7169229,100.2596672,-299.4622799,-167.1447648,-66.41999665,-261.1890895,-171.1065778,-43.78829471,-3.78083162,-36.06461762,3.135883223,20.2129091,40.2083159,3.113179089,-26.5124854,-4.866325041,18.14372617,-1.256761736,-27.56148897,-3.106131458,-30.76569249,-10.99679902,8.68744803,-21.2912076,16.45643892,-17.45243066,5.361347286,17.72474587,-0.986559012,6.056324872,-8.071248247,1.68063894,-13.81014342,-13.83906682,1.026660506,-2.241075885,5.482645772,-1.442864891,2.87362947,-1.806862812,-2.283640901,4.660839768,1.898407723,0.702490043,1.560270982,3.421107607,1.565880354,-4.490193488,1.862167038,-1.789113633,-0.465550103,2.318529025,0.148507972,0.424629089,0.787855522,1.987493294,0.255081144,-0.353754813,-0.30181541,-0.060214425,0.278817358,0.386470772,0.174782991,0.687013892,-0.581191778,-1.263207732,-0.167233173,0.050338419,0.393158827,1
MOF-801_no_solvent,69556.81595,-14515.20298,26399.16157,-3135.366514,911.8739379,-1496.492532,-1284.343832,-20.3937853,2212.958678,-1103.388245,-795.1871582,36.71692297,100.2596672,-299.4622799,-167.1447649,-66.41999666,-261.1890895,-171.1065777,-43.78829439,-3.780831674,-36.0646176,3.135883486,20.21290896,40.20831574,3.113179122,-26.51248546,-4.866325262,18.14372605,-1.256761627,-27.56148835,-3.106132147,-30.76569248,-10.99679886,8.687447825,-21.29120726,16.45643904,-17.45243142,5.361346719,17.72474618,-0.986559218,6.056326576,-8.071247396,1.680643018,-13.81014266,-13.83906525,1.026660086,-2.241076819,5.482647021,-1.442865516,2.873639278,-1.806859442,-2.283642742,4.660833815,1.89841268,0.702488352,1.560274898,3.421114557,1.565881024,-4.490190395,1.862163432,-1.789109963,-0.465553903,2.31853737,0.14850454,0.424635324,0.787832065,1.987490721,0.255080155,-0.353767499,-0.301818952,-0.060213649,0.27883171,0.386465726,0.174771375,0.687034396,-0.581191684,-1.263223,-0.167256695,0.05037978,0.393165007,1
